smiles,mmp
[O-]P(=O)([O-])OP(=O)([O-])[O-],0.0
NC(=O)Cc1cccc(C(=O)c2ccccc2)c1N,0.0
CC(C)NCC(O)c1ccc(N)c(c1)C#N,0.0
CCNCCO,0.0
C[C@H](O)[C@H](O)[C@H]1CNC2=C(N1)C(=O)N=C(N)N2,0.0
OC(Cn1cncn1)(Cn2cncn2)c3ccc(F)cc3F,0.0
NC(=O)c1cc[n+](CC2=C(N3[C@H](SC2)[C@H](NC(=O)Cc4cccs4)C3=O)C(=O)[O-])cc1,0.0
ClC1C2OC2C3C1C4(Cl)C(=C(Cl)C3(Cl)C4(Cl)Cl)Cl,1.0
ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,0.0
CC1=C(Cl)C(=O)N(C(=O)N1)C(C)(C)C,0.0
Cc1ccc(O)cc1,0.0
NC#N,0.0
Nc1ccncc1N,0.0
OC(=O)CN(CC(=O)O)CC(=O)O,0.0
CC(C)CCO,0.0
C[C@H](O)C(=O)Nc1c(I)c(C(=O)NC(CO)CO)c(I)c(C(=O)NC(CO)CO)c1I,0.0
CCC(=O)c1c(O)cc(O)cc1O,1.0
CCC(C)(CCC(C)C)C(=O)OC=C,0.0
COC(=O)C1=C(C)NC(=C(C1c2ccccc2N(=O)=O)C(=O)OCC(C)C)C,1.0
CCCC(=O)OCc1ccccc1,0.0
O=Cc1ccccc1,0.0
CC[C@@H](C)[C@@H](N)C1=N[C@@H](CS1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H]([C@@H](C)CC)C(=O)N[C@@H]2CCCCNC(=O)[C@@H](CC(=O)N)NC(=O)[C@@H](CC(=O)O)NC(=O)[C@@H](Cc3c[nH]cn3)NC(=O)[C@@H](Cc4ccccc4)NC(=O)[C@H](NC(=O)[C@@H](CCCN)NC2=O)[C@H](C)CC,0.0
CCCCCCNCCCCCC,0.0
CCc1cccc(C)c1N(C(C)COC)C(=O)CCl,0.0
COc1nc(C)nc(Cl)c1NC2=NCCN2,0.0
CNC(=O)\C=C(/C)\OP(=O)(OC)OC,0.0
CCOS(=O)(=O)OCC,0.0
CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n2cncn2,0.0
C[N+](C)(CC=C)CC=C,0.0
COP(=O)(OC)OC,0.0
OC(=O)c1snc(Cl)c1Cl,0.0
Cc1c(C(=O)NCCO)[n+]([O-])c2ccccc2[n+]1[O-],0.0
CN(C)Cc1ccccc1O,0.0
CC(C)OC(=O)OCOP(=O)(CO[C@H](C)Cn1cnc2c(N)ncnc12)OCOC(=O)OC(C)C,0.0
Oc1c(Cc2c(O)c(cc3ccccc23)C(=O)[O-])c4ccccc4cc1C(=O)[O-],1.0
COC(=O)C(CN)c1c[nH]c2ccc(OC)cc12,0.0
O=C(OCC1CCC2OC2C1)C3CCC4OC4C3,0.0
CN(C)CCC#N,0.0
CN(C)CCOC(=O)C=C,0.0
CCO\C=C\1/N=C(OC1=O)c2ccccc2,0.0
CCCCC(CC)C(=O)Cl,0.0
CCCCN=C=O,0.0
C[C@@H](N)C(=O)c1ccccc1,0.0
CCOc1ccc(c2cccnc12)S(=O)(=O)O,0.0
CCCc1nc(c(C(=O)OCC2=C(C)OC(=O)O2)n1Cc3ccc(cc3)c4ccccc4c5nnn[nH]5)C(C)(C)O,0.0
CC(=O)CCC1=C(C)CCCC1(C)C,0.0
CC1(C)S[C@@H]2[C@H](N3C(=O)C(NC3(C)C)c4ccccc4)C(=O)N2[C@H]1C(=O)[O-],0.0
NCCc1ccc(O)c(O)c1,0.0
OC12N=C(SC1Cc3cc(Cl)ccc23)c4ccccc4,1.0
CCC(Cl)CC(Cl)C(Cl)C(Cl)C(Cl)C(C)Cl,0.0
CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCc4cc(OC(=O)CC)ccc4[C@H]3CC[C@]12C,0.0
Nc1c(Br)cc(Br)c2C(=O)c3ccccc3C(=O)c12,1.0
[O-]C(=O)CNc1ccccc1,0.0
CCC(=O)O[C@@]1([C@H](C)C[C@H]2C3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C)C(=O)SCF,1.0
CC(O)CN,0.0
CC(Cc1ccc2OCOc2c1)NO,0.0
CCN(CC)CCc1c[nH]c2ccccc12,0.0
OCCO[C@H]1[C@@H](O)O[C@H](CO)[C@@H](O)[C@@H]1O,0.0
CCCCCOC(=O)c1ccccc1C(=O)OCCCCC,0.0
COc1cccc(O)c1O,0.0
CC\C=C/CCOC(=O)c1ccccc1,0.0
CN1C(=O)\C(=N\NC(=S)N)\c2ccccc12,1.0
OC(=O)CC(=O)O,0.0
OP(=O)([O-])C(Sc1ccc(Cl)cc1)P(=O)(O)[O-],0.0
CCOC(CN1CCN(CC(C)C(=O)c2ccccc2)CC1)c3ccccc3,0.0
OC[C@H](O)[C@H]1OC(=O)C(=C1[O-])O,0.0
CC(C)(C)NC[C@H](O)COc1cccc2C(=O)CCCc12,0.0
Cc1cc(O)c(cc1C(C)(C)C)C(C)(C)C,1.0
Cc1cc(O)c2c(O)c3c(O)cccc3cc2c1,1.0
Oc1c(I)cc(c2cccnc12)S(=O)(=O)O,0.0
CCCCC(=O)OCC(=O)[C@H]1[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C,0.0
CCC(C)(O)CCCC(C)C,0.0
CC(=O)OCCOC(=O)C,0.0
NC1=NC(=O)N(C[C@@H](CO)OCP(=O)(O)O)C=C1,0.0
Cc1ccc(cc1)S(=O)(=O)NC(=O)NC2CCCCC2,0.0
ClCc1ccccn1,0.0
CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,0.0
Oc1ccc(cc1)C2CNCCc3c(Cl)c(O)c(O)cc23,0.0
c1ccc2cc3ccccc3cc2c1,1.0
CS(=O)(=O)NC(=O)CCC\C=C/C[C@@H]1[C@@H](\C=C\[C@H](O)COc2ccccc2)[C@H](O)CC1=O,0.0
CCN(CC)CCOc1ccccc1OC,0.0
BrCC(Br)COP(=O)(OCC(Br)CBr)OCC(Br)CBr,1.0
CN1C(=O)[C@@H](NC(=O)c2cc3ccccc3[nH]2)N=C(c4ccccc4)c5ccccc15,1.0
C[C@@H]1CCC2[C@@H](C)[C@@H](O)O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@@]23OO4,0.0
Cc1ccccc1OCC(O)CNCCOc2ccc(cc2)C(=O)N,0.0
CN1C(=O)N(C)c2ncn(CCO)c2C1=O,0.0
CC1CN1,0.0
CC(=O)O[C@@]1(CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C)C(=O)C,0.0
CC(Cc1ccc(O)c(O)c1)C(C)Cc2ccc(O)c(O)c2,1.0
CC(C)(C)c1cc(cc(c1O)N(=O)=O)N(=O)=O,1.0
CC(C)CC1NC(=S)N(CC=C)C1=O,0.0
CC(C)C1OCCN1CCOC(=O)NCCCCCCNC(=O)OCCN2CCOC2C(C)C,0.0
CCCCCCCCCCCCCCCC(=O)O[C@@H]1CC(=C(C=C\C(=C\C=C\C(=C\C=C\C=C(/C)\C=C\C=C(/C)\C=C\C2=C(C)C[C@H](CC2(C)C)OC(=O)CCCCCCCCCCCCCCC)\C)\C)C(C)(C)C1)C,0.0
CC1(C)CC(O)CC(C)(C)N1,0.0
O=C1NC(C(=O)[N-]1)(c2ccccc2)c3ccccc3,0.0
COc1ccccc1N2CCN(CCCC(=O)c3ccc(F)cc3)CC2,0.0
Oc1ccccc1\C=N\Cc2ccccc2,1.0
Cc1c(c2ccc(O)cc2)n(Cc3ccc(OCCN4CCCCCC4)cc3)c5ccc(O)cc15,1.0
CC(=O)Oc1cccc2C(=O)c3cc(cc(OC(=O)C)c3C(=O)c12)C(=O)O,1.0
COc1cc(N)c(Cl)cc1C(=O)NC2CN3CCC2CC3,0.0
CCN(CC)C(=O)[C@@]1(C[C@@H]1CN)c2ccccc2,0.0
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Br,0.0
COC(=O)CCC(=O)OC,0.0
Clc1ccc(CC2C(=O)N=C3SCCN3C2=O)cc1,0.0
C[C@]12CCC(=O)C=C1CC[C@H]3[C@@H]4CC[C@](O)(C(=O)CO)[C@@]4(C)CC(=O)[C@H]23,0.0
CCCC[n+]1ccccc1,0.0
C[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)[C@@H]2O)[C@@H](N)C[C@@H]1NC(=N)C(=O)O,0.0
CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@@H]12,1.0
CCC(=O)O[C@H]1[C@H](C[C@H]2[C@@H]3CC[C@H]4C[C@H](OC(=O)C)[C@H](C[C@]4(C)[C@H]3CC[C@]12C)N5CCCCC5)N6CCCCC6,0.0
Cc1c(C(=O)O)c(O)cc2C(=O)c3c(O)c(O)c([C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)c(O)c3C(=O)c12,0.0
CC(=O)c1ccccc1,0.0
NC(=N)NN(=O)=O,0.0
O=C1CCCCCCCCCCC=CCCC1,1.0
NC(=S)NS(=O)(=O)c1ccc(N)cc1,0.0
CC1(C)Oc2ccc(cc2[C@H]([C@@H]1O)N3CCCC3=O)C#N,0.0
CC[N+]1(CCOC(=O)C(O)(c2ccccc2)c3ccccc3)CCCCC1,0.0
C\C(=C/C=C/C=C(\C)/C=C/C=C(\C)/C=CC1=C(C)C(=O)CCC1(C)C)\C=C\C=C(/C)\C=C\C2=C(C)C(=O)CCC2(C)C,0.0
O=C1CCCC=C1,0.0
CC(=O)NCCCS(=O)(=O)[O-],0.0
CCCCCCCCCCCC#N,0.0
CCCCCCCCOS(=O)(=O)[O-],0.0
CCNC(=O)C(C)OC(=O)Nc1ccccc1,0.0
CCCCCCOC(=O)CCC,0.0
Nc1nc(Cl)nc2c1ncn2[C@@H]3O[C@H](CO)[C@@H](O)[C@@H]3F,0.0
Cc1nnc2CN=C(c3ccccc3Cl)c4cc(Cl)ccc4n12,0.0
Oc1cc(nc2C(=O)C=C3Oc4ccccc4N=C3c12)C(=O)[O-],1.0
COC(=O)c1ccccc1S(=O)(=O)NC(=O)Nc2nc(C)cc(C)n2,0.0
Oc1cccc2Cc3cccc(O)c3C(=O)c12,0.0
CCOCC(=O)O,0.0
OCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,0.0
CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,0.0
OCCN1CCN(CCO)CC1,0.0
CCCN(CC1CC1)c2c(cc(cc2N(=O)=O)C(F)(F)F)N(=O)=O,1.0
COc1ccc(cc1)C(=O)\C(=C/C(=O)[O-])\Br,0.0
C[C@@H]1CC[C@H]2C(C)(C)C3C[C@@]12CC=C3C,0.0
C[C@H]1C(=O)O[C@@H]2CCN3CC=C(COC(=O)[C@](C)(O)[C@]1(C)O)[C@H]23,0.0
CCCCCCCC(=O)N(C)C,0.0
C\C(=N/O)\C(=N\O)\C,0.0
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N2CCC[C@H]2C(=O)O,0.0
CCC1(CC)C(=O)NC(=O)N(C)C1=O,0.0
CCN(CC)CCOc1ccc2c(c1)C(=O)c3cc(OCCN(CC)CC)ccc23,0.0
S=C1NCCN1,0.0
CC(C)(O\N=C(/C(=O)N[C@H]1[C@H]2SCC(=C(N2C1=O)C(=O)[O-])C[n+]3ccccc3)\c4csc(N)n4)C(=O)O,0.0
CCC(C)(C)c1cc(c(O)c(c1)C(C)(C)CC)n2nc3ccccc3n2,0.0
C=CC(=O)OCCOCCOC(=O)C=C,0.0
CCCCCC1=CCCC1=O,0.0
N#Cc1ccc(cc1)C(c2ccc(cc2)C#N)n3cncn3,0.0
Clc1ccc(Nc2nnc(Cc3ccncc3)c4ccccc24)cc1,1.0
C[C@H](CN1CCOCC1)C(C(=O)N2CCCC2)(c3ccccc3)c4ccccc4,0.0
Nc1cc(Cl)cc(C(=O)O)c1Cl,0.0
CC(=C)C(=O)OCCCCOC(=O)C(=C)C,0.0
CCC(=O)C1CC(CC=C1C)C(C)C,0.0
NNc1ccc(cc1)C(=O)O,0.0
CCCCCCCCCCCCCCCCO,0.0
Clc1ccccc1c2ccccc2Cl,1.0
CC(C)O,0.0
CCC(C)(Oc1ccc(cc1)C2(CCCCC2)c3ccc(OC(C)(CC)C(=O)O)cc3)C(=O)O,0.0
Cc1cc(C(C#N)c2ccc(Cl)cc2)c(Cl)cc1NC(=O)c3cc(I)cc(I)c3O,1.0
N(N=Nc1ccccc1)c2ccccc2,1.0
CC(=O)Oc1cccc(O)c1,0.0
CN1CCc2cccc3c2[C@H]1Cc4ccc(O)c(O)c34,0.0
COc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(C)n1,0.0
CC(C)c1cccc(C(C)C)c1N2C(=O)c3ccc(O)cc3C2=O,1.0
CC(=O)O[C@H]1[C@@H]2OC(=O)[C@H](OC(=O)C)[C@@H]2OC1=O,0.0
COc1ccccc1\C=C\C=O,0.0
CN1CCCN=C1\C=C\c2sccc2C,0.0
COC(=O)c1sccc1S(=O)(=O)N,0.0
CCC(C)(C)C1CCC(CC1)OC,0.0
CC(C)(C)c1ccc(OC(=O)c2ccccc2O)cc1,1.0
CCOC(=O)C1(CCCN(C)CC1)c2ccccc2,0.0
Cc1cccnc1,0.0
OCC(O)CS,0.0
COCCOC(=O)c1ccccc1C(=O)OCCOC,0.0
C=Cc1ccccc1C=C,0.0
CC(C)C[C@H](NC(=O)OCC1c2ccccc2c3ccccc13)C(=O)O,0.0
CN(C)[C@H]1[C@@H]2CC3C(=C(O)[C@]2(O)C(=O)C(=C1O)C(=O)NCN[C@@H](CCCCN)C(=O)O)C(=O)c4c(O)cccc4[C@@]3(C)O,0.0
CCOc1ccc(N)cc1,0.0
Oc1ccccc1C(=O)c2ccccc2,0.0
Fc1ccc(cc1)C(N2CCN(C\C=C\c3ccccc3)CC2)c4ccc(F)cc4,0.0
CCC\C=C\C=C\C(=O)O[C@H]1\C(=C\C(=O)OC)\C[C@H]2C[C@@H](OC(=O)C[C@H](O)C[C@@H]3C[C@H](OC(=O)C)C(C)(C)[C@](O)(C[C@@H]4C\C(=C\C(=O)OC)\C[C@@H](O4)C=CC(C)(C)[C@]1(O)O2)O3)[C@@H](C)O,1.0
COC(=O)c1ccc(OC)cc1,0.0
O=C1CCC(C2CCN(Cc3ccccc3)CC2)(C(=O)N1)c4ccccc4,0.0
COc1ccc2C[C@@H]3[C@@H]4C=C[C@H](O)[C@@H]5Oc1c2[C@]45CCN3C,0.0
COC[C@@H](N1CCN(C[C@H]1C)C2(C)CCN(CC2)C(=O)c3c(C)ncnc3C)c4ccc(cc4)C(F)(F)F,0.0
CC(=CCCC(C)(O)C=C)C,0.0
CC1=NN(C(=O)C1N=Nc2ccccc2)c3ccc(cc3)S(=O)(=O)[O-],0.0
CCOC(=O)[C@@H](N)CS,0.0
Cn1cnc2ncnc(N)c12,0.0
CCC(=O)\C=C\C1C(=CCCC1(C)C)C,0.0
C=CCOc1nc(OCC=C)nc(OCC=C)n1,0.0
Nn1cnnc1,0.0
COc1nc(C)nc(NC(=O)NS(=O)(=O)c2ccccc2Cl)n1,0.0
OCCNC(=O)\C=C\c1ccccc1,0.0
CC(C)(C)N(NC(=O)c1ccc(Cl)cc1)C(=O)c2ccccc2,1.0
CC(=O)\C=C\c1ccccc1,0.0
NCC1CCC(CC1)C(=O)O,0.0
CCC(=O)OC(C)(CCC=C(C)C)C=C,0.0
CCN(C(=O)N(CC)c1ccccc1)c2ccccc2,1.0
Cc1ccc(cc1)C(C)(C)O,0.0
CC1(C)[C@H](CC[C@@]2(C)C1CC[C@]3(C)[C@@H]2C(=O)C=C4[C@@H]5C[C@](C)(CC[C@]5(C)CC[C@@]34C)C(=O)O)O[C@H]6O[C@@H]([C@@H](O)[C@H](O)[C@H]6O[C@@H]7O[C@@H]([C@@H](O)[C@H](O)[C@H]7O)C(=O)O)C(=O)[O-],0.0
OC(=O)c1cc(cc(c1)N(=O)=O)C(=O)O,0.0
CCCCCCCCCCCCCCCC(=O)O,0.0
[O-]C(=O)C1=C(CSc2nncs2)CS[C@@H]3[C@H](NC(=O)Cn4cnnn4)C(=O)N13,0.0
CCCCOC(=O)c1ccccc1,0.0
CCOc1ccc(NC(=O)C)cc1,0.0
CNC(C)C(O)c1ccc(O)cc1,0.0
O=C1NC(=O)c2ccccc12,0.0
COC(C)(C)C,0.0
FC(F)(F)c1ccc(Cl)c(c1)N(=O)=O,0.0
CN(C)CCn1nnnc1SCC2=C(N3[C@H](SC2)[C@H](NC(=O)Cc4csc(N)n4)C3=O)C(=O)O,0.0
CCN(CC)CCNC(=O)c1cc(ccc1OC)S(=O)(=O)C,0.0
CCCC(c1cc(c(O)cc1C)C(C)(C)C)c2cc(c(O)cc2C)C(C)(C)C,1.0
Oc1cc2ccccc2c3ccccc13,1.0
CN(C)CCc1c[nH]c2cccc(OP(=O)(O)O)c12,0.0
CS(=O)(=O)Cl,0.0
C\C(=C/C=C\C(=C/C(=O)O)\C)\C=CC1=C(C)CCCC1(C)C,1.0
CC\C=C/CCCCCCCCCCOC(=O)C,0.0
CCOc1cccc(c1)[C@@]2(CC[C@@H](C)CC2)N3CCN(CC3)c4ccccc4,0.0
C[C@@]1(CO)[C@H](O)CC[C@@]2(C)[C@H](C\C=C\3/[C@H](O)COC3=O)C(=C)CC[C@H]12,0.0
CC(C)C=O,0.0
C[n+]1ccn(CC=C)c1,0.0
CC(C)(O)Cc1ccccc1,0.0
CC(=O)OCCN(CCOC(=O)C)c1ccc(cc1)N=Nc2ccc(cc2C#N)N(=O)=O,1.0
CC(C)Cc1ccc(cc1)[C@H](C)C(=O)O,0.0
C[C@@H](O)c1nccc(n1)N2[C@@H](C)CN(C[C@H]2C)c3nc(C)nc(C)n3,0.0
Nc1nc(CC(=O)O)cs1,0.0
C\C=C\C(=O)Oc1c(CCCCCC(C)C)cc(cc1N(=O)=O)N(=O)=O,1.0
CC(C)(C)OC(=O)c1ncn2c1[C@@H]3CCCN3C(=O)c4c(Br)cccc24,0.0
[O-]S(=O)(=O)c1cccc2c(cccc12)S(=O)(=O)[O-],0.0
COc1cc(CC(C)N)cc2OCOc12,0.0
FC(F)(F)c1ccc(Oc2ccc(cc2)N(=O)=O)c(c1)N(=O)=O,1.0
CCOc1cc(CC(=O)N[C@@H](CC(C)C)c2ccccc2N3CCCCC3)ccc1C(=O)O,0.0
CCCCCC\C=C\CCCCCCCC(=O)O,0.0
COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@@H](C(C)C)C(=O)NCC(C)(C)C(=O)N)C(C)C)ccc1OC,0.0
COc1cc(OC)nc(Oc2cccc(Oc3nc(OC)cc(OC)n3)c2C(=O)[O-])n1,0.0
O=C1NN=Cc2ccccc12,0.0
CC1=Nc2ccccc2C(=O)O1,0.0
OC(=O)[C@@H]1CSCN1C(=O)[C@@H]2CCC(=O)N2,0.0
CNC(=O)O\N=C\C(C)(C)S(=O)(=O)C,0.0
NCC(O)c1cccc(O)c1,0.0
N[C@@H](Cc1cc(I)c(O)c(I)c1)C(=O)O,0.0
CCCSC(=O)N(CCC)CCC,0.0
Cc1ccc(cc1)C(=O)c2ccccc2,0.0
CC(=O)CC(C1=C(O)c2ccccc2OC1=O)c3ccc(Cl)cc3,1.0
Nc1ccc(F)cc1F,0.0
CCCOC(=O)c1ccc(O)cc1,1.0
Cc1c(Cn2ccnc2)c3ccccc3n1CCC(=O)O,0.0
CCCCCCCCCCCCS,0.0
CC(=O)OC(C)(C)Cc1ccccc1,0.0
Cc1cc(ccc1N)N(=O)=O,0.0
CC(=O)N(CC(O)CN(C(=O)C)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I)c2c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c2I,0.0
Cc1ccc(cc1)S(=O)(=O)[N-]Cl,0.0
[O-]C(=O)c1cccnc1,0.0
CCCCCCCCCC(=O)OCC,0.0
Cc1cc(C)cc(C)c1,0.0
CCCN[C@H]1CCc2nc(N)sc2C1,0.0
C[n+]1ccn(CCO)c1,0.0
CCCCCCCCCCOC(=O)C=C,0.0
COC(=O)c1c(CC(C)C)c(C2=NCCS2)c(nc1C(F)F)C(F)(F)F,0.0
CC(=O)CCC(=O)O,0.0
CNC(=O)Oc1cc(C)c(N(C)C)c(C)c1,0.0
O=C1OC(CN2CCOCC2)CN1\N=C\c3oc(cc3)N(=O)=O,0.0
Clc1ccc(NC(=O)Nc2ccc(Cl)c(Cl)c2)cc1,1.0
C[C@H](C(=O)[O-])c1cccc(Oc2ccccc2)c1,0.0
CCCCCCCCCCCCCCCC(=O)OC[C@@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCC,0.0
CCC(C)c1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C,1.0
C[C@]12CC[C@H]3[C@@H](CCc4cc(OC(=O)N(CCCl)CCCl)ccc34)[C@@H]1CC[C@@H]2OP(=O)([O-])[O-],0.0
O=Cc1ccc2OCOc2c1,0.0
Oc1nc(O)nc(n1)C(=O)[O-],0.0
CCCCC(CC)COS(=O)(=O)[O-],0.0
OC[C@H]1O[C@@H](Oc2cc3C=CC(=O)Oc3cc2O)[C@H](O)[C@@H](O)[C@@H]1O,0.0
CN(C)CCCCCCN(C)C,0.0
CCC(=CC)C(=O)NC(=O)N,0.0
N\C(=C(/N)\C#N)\C#N,0.0
CCCCCCCC\C=C/CCCCCCCCN,0.0
O=C1Nc2ccccc2C(=O)O1,0.0
COS(=O)(=O)C,0.0
OCC(CO)OP(=O)([O-])[O-],0.0
CCC1CO1,0.0
OC(=O)CCCl,0.0
N#Cc1ccncc1,0.0
CCC(C)c1ccc(O)cc1,1.0
C[C@@H](NC(=O)[C@@H](NC(=O)c1nc(nc(N)c1C)[C@H](CC(=O)N)NC[C@H](N)C(=O)N)[C@@H](O[C@@H]2O[C@@H](CO)[C@@H](O)[C@H](O)[C@@H]2O[C@H]3O[C@H](CO)[C@@H](O)[C@H](OC(=O)N)[C@@H]3O)c4c[nH]cn4)[C@@H](O)[C@H](C)C(=O)N[CH]C(=O)NCCc5nc(cs5)c6nc(cs6)C(=O)NCCCCNC(=N)N,0.0
CN(C)S(=O)(=O)N(SC(F)(Cl)Cl)c1ccccc1,1.0
[O-]N=O,0.0
CN1C(=C(O)c2ccccc2S1(=O)=O)C(=O)Nc3ccccn3,1.0
C1N2CN3CN(CN1C3)C2,0.0
CCCCOC(=O)c1ccccc1C(=O)OCc2ccccc2,0.0
OC1CCCc2ccccc12,0.0
ClCC(=O)c1ccccc1,0.0
C[C@@H]1CC2(OC3C[C@@]4(C)C5=CC[C@H]6C(C)(C)C(CC[C@@]67C[C@@]57CC[C@]4(C)C13)O[C@@H]8OC[C@@H](O)[C@H](O)[C@H]8O)OC(O)C9(C)OC29,1.0
COC(=O)C1=C(C)NC(=C(C1c2cccc(c2)N(=O)=O)C(=O)OCCN3CCN(CC3)C(c4ccccc4)c5ccccc5)C,1.0
CCCCCC(=O)OCCc1ccccc1,0.0
COC(=O)c1ccc(O)cc1,0.0
CCCOc1ccccc1C2=Nc3[nH]nnc3C(=O)N2,0.0
CCCCOCCOCCOC(=O)CCCCC(=O)OCCOCCOCCCC,0.0
CCC(=C)C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl,0.0
CO[C@]1(NC(=O)CSCC#N)[C@H]2SCC(=C(N2C1=O)C(=O)[O-])CSc3nnnn3C,0.0
O=C1OC(=O)c2ccccc12,0.0
Nc1ccc(cc1)S(=O)(=O)[O-],0.0
OCNC(=O)N(CO)C1N(CO)C(=O)N(CO)C1=O,0.0
C[C@@H]1CC[C@H]([C@@H](O)C1)C(=C)C,0.0
CN1N=C(S/C/1=N\C(=O)C)S(=O)(=O)N,0.0
C=CC#N,0.0
CCC(C)C(=O)C,0.0
COc1cc(C=CC)ccc1O,0.0
CC(CO)(CO)C(=O)O,0.0
OC(=O)c1ccc2cc(O)ccc2c1,0.0
CC(=O)Nc1ccc(cc1)C(=O)CCl,0.0
CCCC(=O)Nc1ncnc2c1ncn2[C@@H]3O[C@@H]4COP(=O)(O)O[C@H]4[C@H]3OC(=O)CCC,0.0
CC1CCc2nccnc12,0.0
c1ccsc1,0.0
CCCCN(N=O)C(=N)NN(=O)=O,0.0
NC(=O)Nc1ccccc1,0.0
CCCCCCCCCCCCOC(=O)c1ccc(O)cc1,1.0
O=C1C(CCS(=O)c2ccccc2)C(=O)N(N1c3ccccc3)c4ccccc4,0.0
Clc1ccc(cc1)C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl,1.0
CC(C)[C@]1(CCc2ccc(N)cc2)CC(=C(Sc3cc(C)c(CO)cc3C(C)(C)C)C(=O)O1)O,0.0
CCN(CC)Cc1nccn1c2ccc(cc2C(=O)c3ccccc3Cl)N(=O)=O,0.0
CC1COC(=O)O1,0.0
OC[C@H]1O[C@@H]2O[C@H]3[C@H](O)[C@@H](O)[C@H](O[C@@H]3CO)O[C@H]4[C@H](O)[C@@H](O)[C@H](O[C@@H]4CO)O[C@H]5[C@H](O)[C@@H](O)[C@H](O[C@@H]5CO)O[C@H]6[C@H](O)[C@@H](O)[C@H](O[C@@H]6CO)O[C@H]7[C@H](O)[C@@H](O)[C@H](O[C@@H]7CO)O[C@H]8[C@H](O)[C@@H](O)[C@H](O[C@@H]8CO)O[C@H]1[C@H](O)[C@H]2O,0.0
ClC(=O)C(Cl)(Cl)Cl,0.0
CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C,0.0
CS(=O)(=O)CCNCc1oc(cc1)c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2,0.0
COC(=O)CCC(=O)CN,0.0
NC(=O)N1c2ccccc2C=Cc3ccccc13,0.0
CC(=C)C1CCC(C)(O)CC1,0.0
COP(=O)(OC)OC(Br)C(Cl)(Cl)Br,0.0
COc1ccnc(CS(=O)c2nc3ccc(OC(F)F)cc3[nH]2)c1OC,0.0
CC(C)(CO)C(O)C(=O)NCCC(=O)NCCSSCCNC(=O)CCNC(=O)C(O)C(C)(C)CO,0.0
CCCCS(=O)(=O)N[C@@H](Cc1ccc(OCCCCC2CCNCC2)cc1)C(=O)O,0.0
CCCCCON=O,0.0
COc1cc(\C=C\C(=O)CC(=O)\C=C\c2ccc(O)c(OC)c2)ccc1O,1.0
CCCCCCCCCCCCCCCCC(C(=O)O)C(O)(CC(=O)O)C(=O)O,0.0
CC(=CCCC(C)(OC(=O)c1ccccc1)C=C)C,1.0
CCCCCCCCCCCC[N+](C)(C)Cc1ccccc1,1.0
FC(F)(F)c1ccccc1n2ccnc2,0.0
O=C1CCCCCO1,0.0
CC(C)[N+](C)(CCC(C(=O)N)(c1ccccc1)c2ccccc2)C(C)C,0.0
Nc1ccc2cc(ccc2c1)S(=O)(=O)O,0.0
CC\C=C\CCO,0.0
CCCCNC(=N)NC(=N)N,0.0
CC(C)(C)c1cc(CO)cc(c1O)C(C)(C)C,1.0
OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)CO,0.0
C(Cc1ccccc1)c2ccccc2,0.0
