smiles,logp
COC(=O)C(Cc1ccc(O)cc1)NC(=O)C,0.33
CC1CN(CCN1N=O)N=O,-0.28
CC(=CC1C(C(=O)OCN2C(=O)C3=C(CCCC3)C2=O)C1(C)C)C,4.73
Cc1cncc(N)n1,0.35
CN(C)S(=O)(=O)N(SC(F)(Cl)Cl)c1ccccc1,3.7
CCC(=O)OC1(CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C)C(=O)CO,2.7
CN1C(=C(O)c2ccccc2S1(=O)=O)C(=O)Nc3ccccn3,1.98
OCCCCCc1ccccn1,1.28
CCCC(=NOCC)C1=C(O)CC(OC1=O)(c2ccccc2)c3ccccc3,4.75
CCc1ccccc1OC(=O)NC,1.93
Oc1cccc2C(=O)c3ccccc3C(=O)c12,3.53
COc1ccc(NC2=C(C)C(=O)C3=C(C(COC(=O)N)C4(OC)C5NC5CN34)C2=O)cn1,0.59
CC(C)(C)c1ccc(cc1)C(CCN2CCCC2)c3ccccc3,6.72
C1C2CC3CC1CC(C2)(C3)n4ncnn4,2.95
CCOc1ccc(cc1)C(=O)N,1.3
CCCCOC(=O)c1ccccc1C(=O)OCc2ccccc2,4.91
Fc1ccccc1C2=NCC(=O)Nc3ccc(cc23)N(=O)=O,2.15
OC1CCCc2ccccc12,1.98
CC(=O)c1cccc(Cl)c1,2.43
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1n3cccc3,1.78
COC(=O)c1ccc(O)cc1,1.96
CCN(CC)C=Nc1ccn(C2CC(O)C(CO)O2)c(=O)n1,-0.59
CN(C)C(=O)Nc1cccc(OCCc2ccccc2)c1,3.39
CC1=NCCC1,1.87
CC(C)Cc1ccc(cc1)C(C)(O)C(=O)O,2.75
COc1cccc(C=C(C(=O)C)C(=O)C)c1,1.79
CC(=O)c1ccccc1OCC(=O)O,1.25
CS(=O)(=O)ON1C(=O)c2ccc(cc2C1=O)N(=O)=O,1.71
O=C1OC(=O)c2ccccc12,1.6
CCOP(=S)(OCC)Oc1ccc(Cl)cc1Cl,5.14
Cn1c(N)c(N)c(=O)[nH]c1=O,-1.4
N#CC1CC1,0.29
Oc1ccc(N=C=S)cc1,2.74
C=CC#N,0.25
COCCOC(=O)c1ccccc1,1.78
Nc1ccc(cc1)S(=O)(=O)c2ccc(O)cc2,1.57
CCCC1CC(N(CC)C1)C(=O)NC(C(C)O)C2OC(SC)C(O)C(O)C2O,1.02
COc1cc(Cc2cnc(N)nc2N)cc(OCc3ccccc3)c1OCc4ccccc4,4.09
Cc1ccc(cc1)C(=S)N,2.01
CN(C)C1C2CC3C(=C(O)C2(O)C(=O)C(=C1O)C(=O)N)C(=O)c4c(O)cccc4C3(C)O,-1.47
CCc1cc2[nH]c(=O)c(=O)[nH]c2c(N(=O)=O)c1Br,1.04
CN(C)C(=S)NNC(=S)NN=C(C)c1ccccn1,1.25
COC(=O)CNC(=O)c1ccccc1,0.82
CC(C)NNC(=O)C(C)(C)Oc1ccccc1,1.88
Cc1ccc(cc1)C(=O)N,1.18
Nc1nc(N)nc(n1)c2cc(Br)ccc2Br,2.09
COc1cc(cc(OC)c1OC)C(=O)C=CN2CC=CC2,1.77
c1ccsc1,1.89
COc1coc(CSC(=S)N(C)C)cc1=O,1.14
NC(=O)Nc1ccccc1,0.83
O=C1C(CCS(=O)c2ccccc2)C(=O)N(N1c3ccccc3)c4ccccc4,2.3
Clc1ccc(cc1)C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl,6.91
COc1ccc(C=C(C(=O)C)C(=O)C)cc1,1.73
Cc1ccc(Br)cc1F,3.64
CCOC(=O)CON=Cc1ccc(OCC(=O)OCC)c(OC)c1,1.87
OC(=O)c1cccc(I)c1,3.13
NC(CCc1ccccc1)C(=O)O,-1.2
CC(C)(C)c1ccccn1,2.4
CC1CO1,0.13
CC(=O)c1non(=O)c1C,0.8
CCOC(=O)C(=Cc1cccc(Cl)c1)C(=O)C,2.97
OCC1OC(C(O)C1O)N2CCC(=CC2=O)O,-0.86
Oc1ccc(cc1)C(F)(F)F,2.82
CCCOc1ccccn1,2.38
CC1COC(=O)O1,-0.41
CC(=O)NC(Cc1c[nH]c2ccccc12)C(=O)N,0.42
OC1Cc2c(O)cc(O)cc2OC1c3ccc(O)c(O)c3,0.56
Cn1c(C=C)ncc1N(=O)=O,0.62
NS(=O)(=O)c1cc2c(NC(CCl)NS2(=O)=O)cc1Cl,0.11
Nc1nc(N)c2ncn(C3CC(O)C(CO)O3)c2n1,-0.52
CCOC(=O)CCC(C)n1nc2ccccc2n1,3.05
CC(C)(C)C#N,1.08
OC(=O)c1ccc(cc1Cl)N(=O)=O,1.86
COC(=O)C1(CCCC1)S(=O)(=O)c2ccc(Br)cc2,2.73
CC1(C)NC(C(=O)N1C2C3SC(C)(C)C(N3C2=O)C(=O)O)c4ccccc4,0.95
NCC(=O)NC(Cc1ccccc1)C(=O)NC(Cc2ccccc2)C(=O)O,-1.33
O=C1C(=O)c2ccccc2-c3ccccc13,2.52
c1ccc2c(c1)[nH]c3cnccc32,2.65
O=N(=O)c1nccn1CCN2CCOCC2,-0.09
NC(=O)N1c2ccccc2C=Cc3ccccc13,2.19
CCCCOc1cccnn1,1.8
COP(=O)(OC)OC(Br)C(Cl)(Cl)Br,2.19
CCCCc1c(C)nc(NCC)nc1OS(=O)(=O)N(C)C,2.7
OC(=O)Cc1n[nH]oc1=O,-1.66
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)NCCO,1.51
CC(=O)c1ccc(OCC(=O)O)cc1,0.87
CCCOCc1ccccc1NC(=O)OCCN2CCCCC2,3.34
O=C(CN1CCCC1)NCc2ccccc2,1.69
Oc1ccc(N(=O)=O)c(O)c1N(=O)=O,2.1
COc1ccc2cc(CC(=O)OCC(=O)N(CCO)CCO)ccc2c1,1.41
COC(=O)c1cc2cccc3ccc4cccc1c4c32,4.73
CC(=O)c1ccc(NS(=O)(=O)C(F)(F)F)cc1,2.83
CC(C)CCNc1ncnc2n(cnc12)C3OC(CO)C(O)C3O,1.6
CC(=O)C=NO,0.39
NS(=O)(=O)c1nn2c(=Nc3ccccc3)snc2s1,2.52
OC(CC#C)(c1cccnc1)c2ccc(Cl)c(Cl)c2,2.42
CC(C)c1ccc(OCC(OC(=O)n2ccnc2)C(C)(C)C)cc1,4.77
CCNC(=O)c1cccc2C(=O)N(CC)C(=O)C(=O)c12,0.3
Cc1ccccc1n2cc(C(=O)O)c(=O)c3cc(F)c(cc23)N4CCNCC4,1.11
Cc1ccc(CO)c(C=NNC(=O)c2ccc(cc2)N(=O)=O)c1O,3.03
CCCCNC(=N)NC(=N)N,-1.2
CCC(C)(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C12,4.68
Clc1cccc(Cl)c1c2c(Cl)cccc2Cl,5.94
C(Cc1ccccc1)c2ccccc2,4.79
CC(C)CC(CC(C)C)OC(=O)c1ccc(NC(=O)N(C)C)cc1Cl,5.15
COCCN(CCOC)N=O,-0.38
CSc1ccc(cc1)C(=O)O,2.74
O=N(=O)c1ccccc1N(=O)=O,1.69
COc1cc(nc(C)n1)n2n(C)c(C)cc2=O,0.7
CCNc1nc(O)nc(NC(C)(C)C)n1,3.53
FC(F)(F)c1cc(N(=O)=O)c(Cl)c(c1)N(=O)=O,2.5
CC(C)COC(=O)N,0.65
COc1cc(ccc1c2cn3cc(N)cnc3n2)S(=O)C,0.37
CCCCCC(C)OC(=O)COc1ccc(Cl)c2cccnc12,5.03
CC1(C)SC2C(NC(=O)C(C(=O)Oc3ccc4CCCc4c3)c5ccccc5)C(=O)N2C1C(=O)O,3.77
CCCCCCCCCl,4.73
CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)C(CCC(=O)O)NC(=O)C)C(=O)N,0.32
COc1c(O)c(OC)c(Cl)c(Cl)c1Cl,3.74
Oc1cc(ccc1N(=O)=O)N(=O)=O,1.75
CN1C(=O)CN=C(c2ccccc2F)c3cc(Cl)ccc13,2.75
COc1ccc2c(=O)c(C)c(oc2c1CN(C)C)c3ccccc3,3.65
Nc1nc(S)c2ncn(C3CCC(CO)O3)c2n1,-0.59
OC(=O)Cc1ccccc1Nc2ccccc2,3.49
COc1ccc(OCc2ccccc2CCCN3CCC(O)CC3)cc1,3.1
CCOc1cc(Cc2cnc(N)nc2N)cc(OCC)c1n3cccc3,2.89
CC1=Nc2cccc(Cl)c2S(=O)(=O)N1,0.62
Clc1ccc(Cl)c(Cl)c1,4.05
Cc1cccc(NC(=O)N)c1,1.29
CCCCCCNC(=O)c1ccc(O)c(O)c1,2.71
ClCCCc1ccccc1,3.55
CC(C)OC(=O)C(=C)C,2.25
Cc1c2ccccc2cc3ccccc13,5.07
CCCCCCOc1ccc(CC(=O)O)cc1OC,3.3
OCCSCC(O)Cn1cnc2c(=O)[nH]c(Nc3ccccc3)nc12,0.83
CNC(=S)NC,-0.24
CN(C)CCCc1ccco1,2.08
COC(=O)c1ccccc1C(=O)OC,1.56
CCOC(=O)C(C)(C)n1nc2ccccc2n1,2.98
Clc1cc2ccccc2cc1Cl,4.51
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1C(=O)N(C)C,-0.21
COc1ccc(NC(=O)C)cc1Cl,1.81
CN(C)P(=O)(N1CCCC1)N2CCCC2,1.88
COC(=O)CS(=O)(=O)c1ccc(Br)cc1,1.52
Ic1ccccc1C(=O)NP(=O)(N2CC2)N3CC3,1.05
CN1CCN(CCCN2c3ccccc3Sc4ccc(Cl)cc24)CC1,4.6
C1C=Cc2ccccc12,2.92
NC(CO)C(=O)O,-3.07
CNC(=O)C=Cc1ccccc1,1.81
c1cc2sc3cccc4ccc(c1)c2c34,4.95
O=C(OCn1ncc2c(=O)[nH]cnc12)c3cccnc3,0.27
CCC(CC)C(=O)Nc1cc(OC)ccc1S(=O)(=O)N,2.01
CCCCCCc1ccc(cc1)C(=O)OCCN(C)C,5.2
CC(=CC1C(C(=O)OCC(=C)C)C1(C)C)C,4.89
NC(=O)Nc1ccc(Cl)cc1,1.8
OC(=O)Cc1ccccc1Nc2c(Cl)cc(O)cc2Cl,3.7
OC(=O)C1COc2ccccc2O1,1.4
COC(=O)C(=Cc1ccc(Br)o1)C#N,2.41
O=c1cc[nH]cc1,-1.3
Nc1ccc(CCO)cc1,0.1
CCC(C)NC(=O)C=Cc1ccccc1,2.85
CCCCOCCCC,3.21
CCNc1ncnc2n(cnc12)C3OC(CO)C(O)C3O,0.01
Cc1ccc(C)c(NN=C(C#N)C#N)c1,3.08
CC(=O)Nc1nonc1N,-0.23
CCCC(NC(=O)C)C(=O)OC,0.33
Nc1cc(OCC(=O)O)ccc1Cl,1.16
COc1nnccc1N(C)C,0.9
CCCNC(=O)c1cccs1,1.68
Oc1coc(CSc2ccccn2)cc1=O,1.14
Oc1ccccc1CC=C,2.64
CCN(CC)c1ccc(cc1)S(=O)(=O)c2ccc(N)cc2,3.0
CC(C)C(NC(=O)C)C(=O)NC(C)C(=O)NC(C)C(=O)N,-1.4
COC(=O)c1cncc(C)n1,0.1
Nc1ccc(C(=O)Oc2cccc(c2)C(F)(F)F)c(O)c1,3.61
CCNCCc1cccnc1,0.54
CNC(Cc1ccccc1)C(=O)O,-1.53
OCC1CCC(O1)n2cnc3cncnc23,-0.47
O=c1ccoc2ccccc12,1.38
OC(=O)c1cc(O)cc(O)c1,0.86
CCOP(=O)(Sc1ccccc1)Sc2ccccc2,3.48
CC(C(c1ccccc1)c2ccccc2)N(=O)=O,3.91
CC(C(=O)O)c1ccc(cc1)N2Cc3ccccc3C2=O,2.77
CCCCCCC(C)(C)c1cc(O)c2C3CC(=CCC3C(C)(C)Oc2c1)C,9.96
CCCCCCCCCCCCCCO,6.36
CCCCCCCCc1ccccc1,6.52
OCCNC(=O)N(CCCl)N=O,0.3
CC(=O)OCC=C,0.97
Ic1cccc(NC(=O)Cc2ccccc2)c1,3.91
CCOP(=O)(CC)Sc1ccccc1,2.11
O=Cc1ccccc1N(=O)=O,1.74
CC(=CC1C(C(=O)OCc2coc(Cc3ccccc3)c2)C1(C)C)C,6.14
Fc1ccccc1C2=NCC(=O)Nc3ccc(Cl)cc23,2.7
CC(=O)Oc1cccc2ccccc12,2.78
Nc1cc(Cl)cc(Cl)c1,2.9
Cc1cccc(C)c1Cc2cn[nH]c2,3.6
CC1OC(CC(O)C1OC2CC(O)C(OC3CC(OC(=O)C)C(OC(=O)C)C(C)O3)C(C)O2)OC4CCC5(C)C(CCC6C5CC(O)C7(C)C(CCC67O)C8=CC(=O)OC8)C4,2.59
CCC1(CC2CC3(N)C1)CC(CC)(C2)C3,4.36
CCCCCCCCCCCCCCCCCC(=O)OC,8.35
COc1ccc(c(N)c1)S(=O)(=O)NC(=O)C(C)C,1.58
Cc1cc(=O)oc2cc(O)ccc12,1.9
CCN1CC(OC1=O)C(O)C(CC2CCCCC2)NC(=O)C(Cc3cnc[nH]3)NC(=O)C(Cc4ccc(OC)cc4)NC(=O)N5CC(OCOCCOC)C(C5)OCOCCOC,1.67
CC(C)CC(=O)O,1.16
CCCCNC(=O)n1cc(F)c(=O)[nH]c1=O,1.44
CC(C)(C)N(NC(=O)c1ccccc1)C(=O)c2cccc(C#N)c2,2.34
Nc1cccc2ccccc12,2.25
CCCOC(=O)c1ccc(N)cc1,2.43
OC1COC2C(COC12)ON(=O)=O,-0.4
CCC1C(O)N2CCC3(C4C2CC1C3O)c5ccccc5N4C,1.81
CCCCCc1cn[nH]c1,2.96
COc1ccccc1N2CCN(CCNC(=O)c3ccc(F)cc3)CC2,2.5
COCC1COC(Cn2cncn2)(O1)c3ccc(Cl)cc3Cl,2.21
CCCN1CCOC2C1CCc3ccc(O)cc23,2.44
FC(F)(F)C(=O)C=Cc1cccc(c1)N(=O)=O,2.66
O=C(OCCCc1cnc[nH]1)c2ccccc2,2.64
Nc1ccc(cc1)C(=O)O,0.83
CC(=O)Nc1c(C)cccc1C,1.07
CCN(CC)c1ccccc1,3.31
ClC(=Cn1ccnc1)c2ccc(Cl)cc2Cl,4.07
Cc1ccc(cc1)N2C(=O)CCC2=O,0.58
NC(=O)c1c(Cl)cccc1N(=O)=O,0.12
CC(C)c1nnc(S)n(N)c1=O,1.22
CCCNc1ncnc2n(cnc12)C3OC(CO)C(O)C3O,0.54
COC(=O)c1c(C)[nH]c(c1C(=O)OC)c2ccc(Cl)cn2,2.7
CCCCCC(C)O,2.31
CCOC(=O)C1=C(C)NC(=C(C1c2ccccc2C=CC(=O)OC(C)(C)C)C(=O)OCC)C,5.56
Cc1cn(C2CC(N=[N+]=[N-])C(COC(=O)CCNC(=O)C3(CC4CC5CC(C4)C3)C5)O2)c(=O)[nH]c1=O,2.14
O=S1(=O)CCCC1,-0.77
CCc1ccco1,2.4
S=C=Nc1ccccc1,3.28
OC(CN1CCCCC1)Cn2ccnc2N(=O)=O,1.0
COc1ccc(OC)c(N)c1,1.2
CC(=O)OC1CCCCC1NC(=O)N(CCCl)N=O,1.98
OC(=O)COc1ccc(O)cc1,0.65
Cc1cc2ncccc2c3nc(N)n(C)c13,1.98
CCCC(=O)OCC(=O)C1(O)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,3.55
OCC1OC(CC1O)n2cc(F)c(=O)[nH]c2=O,-1.16
CC(Cc1ccc(O)cc1)NCC(O)c2cc(O)cc(O)c2,0.83
O=N(=O)c1ccc(C=Cc2nccs2)o1,1.97
O=C(C=CC(=O)c1ccccc1)c2ccccc2,3.16
N1c2ccccc2Oc3ccccc13,3.85
CN(C)C,0.16
CCC(=O)N(c1ccccc1)C2(CCN(CCc3ccccc3)CC2C)C(=O)OC,4.22
CC(C)Nc1nc(=O)n(C(C)C)c(=O)n1C,0.53
CNc1nc(NC(C)C)nc(SC)n1,2.38
NNC(=O)c1ccnc(Br)c1,0.25
CCCCCC[N+](C)(C)C,-1.84
Nc1ccc(C(=O)Oc2cccc(Br)c2)c(O)c1,3.84
CC(=O)Oc1cccc(F)c1,1.74
COc1cc(ncn1)n2n(C)c(C)cc2=O,0.3
BrC1CC2CCC1C2,3.54
COc1cnc(NS(=O)(=O)c2ccc(N)cc2)nc1,0.41
CN(C)C(=O)Nc1ccc(cc1)N(=O)=O,1.51
CC1CN(CC(C)O1)C2CCCCCCCCCCC2,6.14
O=C1c2ccccc2C(=O)c3ccccc13,3.39
CC(C)(C)N(NC(=O)c1ccccc1)C(=O)c2ccc(cc2)C(F)(F)F,3.77
Nc1ccc(I)cc1,2.34
COc1cc(OC)c(c(OC)c1)S(=O)(=O)c2ccc(N)cc2,1.03
CC1=Nc2c(Cl)cccc2S(=O)(=O)N1,0.72
COC(=O)C(C)NP(=O)(OCC1OC(C=C1)n2cc(C)c(=O)[nH]c2=O)Oc3ccc(Cl)cc3,1.43
OC(=O)COc1nc(Cl)c(Cl)cc1Cl,2.32
CC(C)CC(NC(=O)C(CC(C)C)NC(=O)C(NC(=O)C(C)N)C(C)C)C(=O)O,-1.74
CSCC(=O)C=NO,1.21
CCOc1ccccc1NC(=O)OCCN2CCOCC2,2.15
CCCCCc1ccc(OCC(OC(=O)n2ccnc2)C(C)(C)C)cc1,5.26
c1ccc2c(c1)sc3ccccc32,4.49
Cc1cccc(C)c1Cc2ccccn2,3.48
CN1CCC(=CC1)c2cccs2,2.51
Cc1nc(C#N)c(C#N)nc1Cl,1.29
CNC(=O)Oc1cc(C)c(Cl)cc1C,2.95
OCC1CC(F)C(O1)n2cnc3cncnc23,-0.4
CC(C)C(=O)NCCNCC(O)COCCOc1ccccc1,0.88
ICI,2.3
CC12CCC3C(CCC4=CC(=O)CCC34C)C2CCC1O,3.32
COc1ccccc1NCCO,1.15
CN1CCCC1c2cccnc2,1.17
OC(=O)c1cc(O)ccc1O,1.61
OCc1c(F)cccc1F,1.12
COc1[nH]cnc1N(=O)=O,0.13
O=c1[nH]c2ccccc2s1,1.76
COc1cncc(n1)N(C)C,1.99
CON=Cc1ccccc1,2.53
OCC1SC(C(O)C(O)C1O)n2ccnc2N(=O)=O,-0.66
Nc1ccc2cc3ccccc3nc2c1,2.77
CCOC(=O)C(=C(C)O)Cc1ccccc1,2.52
Fc1cn(C(=O)Nc2ccccc2)c(=O)[nH]c1=O,1.5
c1ccc(nc1)c2ccccn2,1.73
CNC(=O)ON=Cc1ccccc1,1.49
Oc1ccc(O)c2ccccc12,1.9
CS(=O)(=O)c1ccc(cc1)C(=O)O,0.67
COc1ccc(Cc2cnc(N)nc2N)c(OC)n1,2.01
CC1=Nc2ccc(cc2S(=O)(=O)N1)C(F)(F)F,1.51
CCOC(=O)c1nc[nH]c1N=NN(C)C,0.44
CCCCCNc1nc(NCC)nc(SC(F)F)n1,4.71
CC(C)n1c(=O)nc([nH]c1=O)N(C)C(=O)C,0.06
Nc1ncc(s1)N(=O)=O,0.83
CCC1CCCCN1C(=O)COC(=O)c2ccccc2,2.62
OC(c1ccc(Cl)cc1)(c2ccc(Cl)cc2)C(Cl)(Cl)Cl,4.28
CCCN1CCOC2C1COc3ccc(O)cc23,1.97
CCC(C)(C)N,0.9
Clc1ccc2c(Cl)ccnc2c1,3.57
NNC(=O)c1ccccc1Cl,0.14
NCC#N,-1.37
CN(C)P(=O)(C)N(C)C,-0.67
COC(=O)c1ccoc1,1.28
CC1(C)SC2C(NC(=O)COc3ccccc3)C(=O)N2C1C(=O)O,2.09
CCN1CC(OC1=O)C(O)C(CC2CCCCC2)NC(=O)C(Cc3cnc[nH]3)NC(=O)C(CC(=O)N(C)CCO)Cc4ccccc4,1.94
NC(=O)c1ccccc1F,0.59
COc1ccsc1CN(C(=O)CCl)c2c(C)cccc2C,3.53
CC12CC(O)C3(F)C(CCC4=CC(=O)CCC43C)C2CCC51CCC(=O)O5,2.4
Clc1ccc(cc1C=CN(=O)=O)N(=O)=O,2.23
Cc1ccc(C)c(c1)C(=O)N(NC(=O)c2ccccc2)C(C)(C)C,3.25
CC(C)N1C(=O)C(=O)c2ccccc2C1=O,1.6
Oc1ccc(cc1)N(=O)=O,1.91
CCCSC(=NO)C(=O)c1ccc(Br)cc1,3.38
CNC(=O)c1cccnc1,0.0
CCOC(=O)Cc1ccc(O)c2ncccc12,2.26
CN(C)C(=O)Nc1ccc(cc1)C2CCCCC2,3.83
NC(Cc1c[nH]c2ccccc12)C(=O)O,-1.06
CN(C)N=Nc1cc(cc(c1)C(=O)N)C(=O)N,0.22
CN(CC(=O)N)C(=O)COC(=O)c1ccccc1OC(=O)C,-0.47
CCCCCCC(C)(C)c1ccc(C2CCCC(O)C2)c(O)c1,6.68
CC(C)(C)N(NC(=O)c1ccccc1)C(=O)c2cccc(F)c2,2.78
CCN1CC(OC1=O)C(O)C(CC2CCCCC2)NC(=O)C(Cc3cnc[nH]3)NC(=O)C(CC(=O)N(C)CCOCOC)Cc4ccccc4,2.49
Clc1cc(Cl)c(Cl)c(c1Cl)c2c(Cl)c(Cl)cc(Cl)c2Cl,7.73
OCC(NC(=O)C(Cl)(Cl)Cl)C(O)c1ccc(cc1)N(=O)=O,1.97
OC1CCN(Cc2cccc(COc3ccccc3)c2)CC1,2.77
O=N(=O)c1ccc2cccccc12,2.59
COC(=O)CSc1ccccc1N(=O)=O,1.88
COc1cc(ccc1c2cn3ccnc(OC)c3n2)S(=O)C,1.49
CCOC(=O)C(Cl)(Cl)Cl,2.39
O=C(Nc1ccccc1)C(=Cc2ccccc2)C#N,3.41
CC(C)c1ccc(cc1)S(=O)(=O)N,1.75
Cc1ccc(O)c(c1)C(=O)O,2.78
COc1ccccc1C=C(C(=O)C)C(=O)C,1.73
O=C(COC(=O)c1ccccc1)N2CCC2,1.2
CC1NC(=O)C(CC(=O)NC(Cc2cn(C(=O)OCc3ccccc3)c4ccccc24)C(=O)NC(Cc5ccccc5)C(=O)N(C)Cc6ccccc6)NC1=O,5.66
CN(C)N=Nc1nccs1,1.27
CN1C(=O)C(=O)c2ccccc12,0.58
OCCc1cccnc1,0.12
CCCC(=O)OCC1CCC(O1)n2cnc3c(=O)[nH]cnc23,0.11
CSc1ccc(C=C(C#N)C#N)o1,2.45
CCCCCCOC(=O)c1ccc(O)cc1,4.35
C1CCNCC1,0.84
FCS(=O)(=O)Nc1ccccc1,1.35
Clc1ccncc1,1.28
CC(C)NCC(O)COc1ccc(CCOCC2CC2)cc1,2.81
COC(=O)CCCC(=O)OC,0.62
CC1OC(OC2C(O)C(O)C(CO)OC2Oc3cc(O)c4C(=O)CC(Oc4c3)c5ccc(O)cc5)C(O)C(O)C1O,-0.44
CCCCN(C)C,1.7
CN(C)N=Nc1cccc(c1)C(=O)N,1.3
CC(=O)Nc1ccc2c(c1)[nH]c3ccccc32,3.02
C1CNC(C1)c2cccnc2,0.17
C1CN2CC(N=C2S1)c3ccccc3,1.84
CC12CC(O)C3C(CCC4=CC(=O)CCC34C)C2CCC1(O)C(=O)COC(=O)CCC(=O)O,2.11
Cc1c(Cl)cccc1C(=O)N(NC(=O)c2ccccc2)C(C)(C)C,3.57
Clc1ccc2Oc3c(Cl)c(Cl)c(Cl)cc3Oc2c1Cl,6.74
C(CN1CCOCC1)Nc2nnc(cc2c3ccccc3)c4ccccc4,3.38
CNC(=O)Oc1cccc(C)c1,1.7
NS(=O)(=O)c1ccc(N(=O)=O)c(c1)C(F)(F)F,1.73
CCNC(=O)NC(=O)C,-0.01
CN(C)N=Nc1ccc2[nH]ncc2c1,2.36
Oc1ccc2ccccc2c1C=NNC(=O)c3ccco3,3.41
CCOP(=S)(OCC)SCSC(C)(C)C,4.47
NC(=O)CCOc1ccccc1,0.8
Ic1cccc(NC(=O)CN2CCCCC2)c1,3.92
CCC(=O)OC(C)C,1.57
CCc1ccccc1NC(=O)C,1.33
Oc1cccc(c1)C2CC(=O)c3c(O)cc(O)cc3O2,2.51
COc1ccccn1,1.36
CCCCCCCCOC(=O)n1cnc(CC(NC(=O)C2CCC(=O)N2)C(=O)N3CCCC3C(=O)N)c1,1.88
Cc1cc[nH]c(=O)n1,-1.45
Cc1cccc(Cl)c1O,2.8
O=C1C(C(=O)c2ccccc12)c3ccccc3,2.9
COC(=O)C(=Cc1ccco1)N(=O)=O,1.88
CC(C)CC(NC(=O)C(NC(=O)C(CC(C)C)NC(=O)C)C(C)O)C(=O)N,0.24
CC(=O)c1ccc(cc1)C(O)C(CO)NC(=O)C(Cl)Cl,0.57
Cc1ccnc(NS(=O)(=O)c2ccc(N)cc2)n1,0.14
CN1CCc2cccc(Cl)c2CC1,2.92
Cc1ccnc2c(O)ccc(C)c12,2.71
CC(C)Nc1ncnc2n(cnc12)C3OC(CO)C(O)C3O,0.48
Clc1ccc(c(Cl)c1)C2(Cn3cncn3)OCC4(CCC5OC5C4)CO2,1.87
CC(=O)Nc1ccc(Cl)cc1N(=O)=O,1.78
CC(Oc1ccc(Oc2cnc3cc(Cl)ccc3n2)cc1)C(=O)OCCON=C(C)C,4.78
CCN1CCC(CNC(=O)c2cc(ccc2OC)S(=O)(=O)CC)C1,1.31
OC(=O)C=CC(=O)O,-0.34
NNC(=O)c1cccc(N)c1,-0.86
CCCCCc1cc(OC)c2C3CC(=C)CCC3C(C)(C)Oc2c1,7.62
CC(C)C(C)(C)O,1.48
Clc1cccc(Cl)n1,2.15
CCOC(=O)Cn1ccnc1N(=O)=O,0.33
COC(=O)C=Cc1ccccc1,2.62
CCOc1ccc(NC(=O)OCCC#C)cc1OCC,2.54
CCC(CC)C1=Nc2ccccc2S(=O)(=O)N1,1.88
O=n1nc2ccccc2c3ccccc13,2.24
Clc1nc(NCC=C)nc(NCC=C)n1,2.75
CC(=O)NC(CCC(=O)N)C(=O)N,-2.05
CCc1n[nH]c(=O)[nH]c1=O,0.22
CNC(=O)Nc1ccc(OC)c(Cl)c1,1.76
CCC=C,2.4
CC(C)C(N)C(=O)NC(Cc1ccc(O)cc1)C(=O)O,-2.52
CC(C)c1ccc(NC(=O)N(C)C)cc1,2.5
Nc1nc(N)nc(O)n1,-0.19
Oc1ccc(C#N)cc1,1.6
NC(=O)C1CCCN1C(=O)C(Cc2cnc[nH]2)NC(=O)C3CCC(=O)N3,-2.46
CCc1ccc(OC(=O)N(C)C)cc1,2.55
ClCCCC#N,0.56
CCNC(=S)Nc1ccccc1,1.42
CCCNCCC,1.67
Cc1c(Br)cccc1N=C2NCCN2,1.94
CCOc1cnc(c2ccc(OC)cc2)c(n1)c3ccc(OC)cc3,5.0
CCCCC(C(=O)N)n1nc2ccccc2n1,2.28
Clc1ccc2CC(C(=O)Nc2c1)N(=O)=O,0.62
CCOC(=O)COC(=O)c1ccccc1OC(=O)C,1.67
Cc1cc(Cl)ccc1O,2.78
CC(=O)C(=O)C,-1.34
COc1ccc(O)cc1,1.34
Nc1nc2n(cnc2c(=O)[nH]1)C3OC(CO)CC3F,-1.18
OC(=O)c1cccc2cccc(C(=O)O)c12,1.98
COc1ccc(cc1)C2Cc3ccccc3N(CCN(C)C)C(=O)C2C,4.5
CCCCCCCOc1ccc(NC(=O)OCCN2CCOCC2)cc1,4.81
Nc1ccc(cc1)c2ccc(N)cc2,1.34
CCN(CC)CCNC(=O)c1cc(Cl)ccc1OC,3.11
NNC(=O)c1cccc(I)c1,1.53
CCCC(N)Cc1ccccc1,2.79
Cc1non(=O)c1C(=O)N,0.36
CCC1(C(=O)NC(=O)N(C)C1=O)c2ccccc2,1.84
CC(=O)CCC1CC1,1.5
CC(C)CC(=O)Nc1ccc(Cl)c(Cl)c1,4.11
OC(=O)CCC(S)CCS,1.4
ClC1C(Cl)C(Br)C(Cl)C(Cl)C1Br,3.98
Clc1ccccc1c2cc(=O)c3ccccc3o2,3.61
CC(=O)Oc1ccc(N=C2C=CC(=O)C=C2)cc1,1.43
