smiles,rlm
Cc1cc(C)nc(NC(=S)N2CCN(CC2)c3cc(nc4ccccc34)C(F)(F)F)c1,0.0
[O-][S+](=O)(Nc1ccc(cc1)C(=O)Nc2cccc(c2)C(F)(F)F)c3ccc4OCCOc4c3,1.0
COC(=O)c1ccc(NC(=O)C2=Nc3ccccc3N(C)C2=O)cc1,1.0
COc1ccc(CC(=O)Nc2nc(c(C)s2)c3ccc4N(CCc4c3)C(=O)c5cccnc5C)cc1,0.0
Cc1oc(cc1)c2csc(N[S+](=O)([O-])c3cccc(F)c3)n2,1.0
N[S+](=O)([O-])c1ccc(Cc2cn(c3nc(cs3)C(=O)O)c4cccc(CN5CCOCC5)c24)cc1,0.0
COc1ccccc1C(=O)N2CCc3cc(ccc23)c4nc(NC(=O)Cc5ccc6OCOc6c5)sc4C,1.0
CC(=O)Nc1ccc(CN(CCc2ccccc2)C3CCNCC3)cc1,1.0
Oc1ccc(\C=C\2/Oc3ccccc3C2=O)cc1,1.0
CC1=C(C(=O)N2C=CSC2=N1)[S+](=O)([O-])Nc3ccc(cc3)C(F)(F)F,0.0
CC(C)(C)OC(=O)N1CCN(CC1)c2nc3ccccc3[nH]2,1.0
Cc1cc(SCc2sc(nc2C)c3cncc4ccccc34)ccc1OCC(=O)O,0.0
COC1CCN(CC1)[S+](=O)([O-])c2cc(C(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)n(C)c2,1.0
CCN(c1ccc(CCO)cc1)c2cc(Nc3ccc(O[S+](=O)(N)[O-])c(Cl)c3)ncn2,0.0
CC(C)C(=O)N1CCN(Cc2nc3N(C)C(=O)N(C)C(=O)c3n2Cc4ccccc4Cl)CC1,0.0
CCOc1ccc(CNc2ccc3c(ccn3C)c2)cc1,1.0
C[C@H](O)CN1CCN(CC1)c2nc(NCc3cccc(Cl)c3)c4cc(ccc4n2)c5c(C)onc5C,1.0
Cc1onc(C)c1c2ccc3nc(NCCCO)nc(NCc4cccc(Cl)c4)c3c2,1.0
[O-][N+](=O)c1cccc(c1)c2oc(cc2)C(=O)Nc3cc(Cc4ccccc4)ccn3,1.0
C[C@@H]1CN(C[C@H](C)O1)C(=O)c2cnc3ccc(F)cc3c2N4CCC5(CC4)OCCO5,0.0
CC(Nc1nc(nc2ccccc12)N3CCC(N)CC3)c4cccc(O)c4,0.0
O=C(N1CCOCC1)N2CCn3cc(C4=C(C(=O)NC4=O)c5cnc6ccccn56)c7cccc(C2)c37,0.0
Oc1c(CN2CCN(CC2)c3ncccc3C#N)ccc4c1ncn4c5ccccc5,1.0
N(c1ccccc1)c2cc(ncn2)c3ccsc3,1.0
N[S+](=O)([O-])c1ccc(Cc2c(CC3CC3)n(nc2c4ccc(F)c(OCC5CCCO5)c4)c6nc(cs6)C(=O)O)cc1F,0.0
Cc1ccc(NC(=O)N2CCN(CC2)c3nc(N)nc4sc(nc34)c5cccnc5)cc1,0.0
C[S+](=O)([O-])N1CCN(CC1)C(=O)c2cnc3cc(F)c(F)cc3c2N4CCC(CC4)(C#N)c5ccccc5,1.0
COc1ccccc1C(=O)Nc2nc(cs2)c3ccc(cc3)[S+](=O)([O-])N4CCOCC4,1.0
Cc1ccc(CN(CCc2ccccc2)C3CCNCC3)cc1,1.0
CCc1cc(NC(=O)c2cc(nc3ccccc23)c4ccc(C)cc4)ccn1,0.0
CC(=O)Nc1ccc2c(c1)nc(NC(=O)c3ccc(s3)c4cnn(C)c4)n2CCN5CCOCC5,0.0
CN(C)[S+](=O)([O-])c1ccc(Cl)c(c1)[S+](=O)([O-])Nc2ccccc2N3CCCCC3,1.0
Cc1cc(OCCCc2c(C)c([nH]c2C(=O)NCc3cccc(c3)C(=O)O)c4cccc(Cl)c4Cl)cc(C)c1Cl,0.0
CCCCN(Cc1ccccc1)C2CCC(CC2)NC(=O)C3CCN(CC3)C(=O)c4oc5ccccc5c4,1.0
CN1C(=O)N(C)c2nc(OC3CCN(CC3)C(=O)C4CC4)n(Cc5cccc(c5)C(F)(F)F)c2C1=O,0.0
COc1ncc(cc1N2C3=C(C=C(C2=O)c4nc(cs4)c5ccc(Cl)cc5)C(=O)CC(C)(C)C3)C6=CCNCC6,0.0
Cc1ccc(cc1)c2nn3C(=O)C4=C(CCCC4)Nc3c2C,1.0
NC(=O)c1sc2nc3CCCCc3c(c4cccs4)c2c1N,1.0
C1CN(CCN1)c2nc(NC3(CC3)c4ccccc4)c5ccccc5n2,1.0
CC(C)(C)OC(=O)N1CCN(CC1)c2cc(ccn2)c3ccc4Oc5ccc(OC(F)(F)F)cc5NC(=O)c4c3,0.0
Cc1onc(C)c1c2ccc3nc(nc(NCc4cncc(Cl)c4)c3c2)C(=O)NCc5ccnc(Cl)c5,1.0
Cc1ccc(cc1C)C2N(Cc3ccc(cc3)C(F)(F)F)C(=O)c4ccccc24,1.0
CCCCNC(=O)CCCN1N=C(C)c2c(C)n(nc2C1=O)c3ccc(C)cc3,1.0
CCc1ccc(Cl)c(CC)c1N2C(=C(C=C(C2=O)c3nc(cs3)c4ccc(Cl)cc4)C(=O)N5CCNCC5)C,0.0
CC1=NN(CCCC(=O)NC2CCOC2)C(=O)c3nn(c(C)c13)c4ccc(C)cc4,0.0
CN(C)c1cccc(c1)c2cc(ccc2F)c3nn(c(CC4CC4)c3Cc5ccc(c(F)c5)[S+](=O)(N)[O-])c6nc(cs6)C(=O)O,0.0
CC(C)N1CCN(CC1)C(=O)CCC2CCCN(C2)C(=O)c3ccc(C=C)cc3,1.0
FC(F)(F)c1cccc(CN2C(=O)N(C(=O)c3c4CCNCc4sc23)c5ccccc5)c1,1.0
COc1ccc(cc1)C2Nc3ccccc3C(=O)N2CCc4ccncc4,1.0
Cc1ccc(Nc2cc(Nc3ccc4[nH]nnc4c3)ncn2)cc1O,0.0
CCc1ccc(F)cc1N2C(=O)C(=CC(=C2C=C(C)C)C(=O)N3CCNCC3)c4nc(cs4)c5ccc(cc5)C(F)(F)F,0.0
COc1ccc(NC(=O)c2cc(on2)c3cccs3)c(OC)c1,1.0
COc1ccc(NC(=O)c2[nH]c(C)c(C(=O)C)c2C)cc1[S+](=O)([O-])Nc3ccccc3,0.0
Cc1cc(OCCCc2cn(CCC(=O)N[S+](=O)(C)[O-])c3cc(Cl)ccc23)cc(C)c1Cl,0.0
CN(C)CCN1CCN(CC1)c2nc(NCc3ccc(Cl)s3)c4cc(ccc4n2)c5c(C)onc5C,0.0
Cc1cc(OCCCc2c(n(CC(=O)Nc3cc(cc4c3ccn4C)C(=O)O)c5c(c(Cl)ccc25)c6c(C)nn(C)c6C)C(F)(F)F)cc(C)c1Cl,0.0
COc1ccc(cc1)N2CCN(CC2)[S+](=O)([O-])c3ccc4N(C(C)Cc4c3)C(=O)C5CC5,1.0
CCc1cccc(CC)c1N2C(=C(C=C(C2=O)c3nc(cs3)c4ccc(Cl)cc4)C(=O)Nc5ccccc5)C,0.0
COc1cccc(c1)n2ncc3C(CCCc23)NC(=O)c4cccc(NC(=O)C)n4,0.0
CC(NC1=CC(=O)Nc2ccc(cc12)c3c(C)onc3C)c4ccccc4,0.0
Cc1cc(c(C)n1c2ccc(cc2)C(C)(C)C)c3nnc4CCCCCn34,1.0
CC1(CCN(CC1)c2c(cnc3[nH]ncc23)C(=O)N4CCN(CC4)[S+](=O)(C)[O-])C#N,0.0
CC(=O)C1=C2C=CCCN2C(=O)NC1c3cccc(F)c3,1.0
CCN(c1ccc(CCO)cc1)c2cc(Nc3ccc(OCC(=O)N4CCNCC4)c(Cl)c3)ncn2,0.0
FC(F)(F)c1ccccc1CN(CCc2ccccc2)C3CCNCC3,1.0
COc1ccc(cc1)N2NC(=NC2=O)C3CCCN(CC4CCCCC4)C3,0.0
CC(C)(C#N)c1ccc(cc1)c2c(ccc3ccccc23)C(=O)N4CCN(CC4)[S+](=O)(C)[O-],1.0
Clc1cnc2ncc(c3cccc(NC4CCNC4)n3)n2c1,0.0
CCc1cccc(CC)c1N2C3=C(C=C(C2=O)c4nc(cs4)c5ccc(O)cc5)C(=O)CC(C)(C)C3,0.0
COC(=N)c1nc2ccc3ncnc(Nc4ccc(F)cc4Br)c3c2s1,0.0
COc1ccc(cc1COc2c(C)cc(cc2C)N(C)C(=O)C)C3Oc4ccccc4C(=O)N3Cc5cccnc5,1.0
CC1=C(C(N=C(Nc2oc3ccc(N)cc3n2)N1)c4ccccc4Cl)C(=O)Nc5cc(ccn5)C(=O)O,0.0
Cc1ccc(cc1)n2cnc3c(Nc4cc(Cl)c(O)c(Cl)c4)ncnc23,0.0
Cc1cc(SCc2sc(nc2C)c3ccc(cc3)C(=O)N4CCOCC4)ccc1OCC(=O)O,0.0
C[S+](=O)([O-])c1ccc(Nc2nccc3ccccc23)c(N)c1,0.0
CC1CCC2=C(C1)N(C)c3cc(C)ccc3C2=N,1.0
Cc1c(NC(=O)c2cccc(OCC(=O)NCCNC(=O)COc3cccc(c3)C(=O)Nc4c(C)c(C(=O)c5ccc(N)c(c5)C(=O)O)n6ccccc46)c2)c7ccccn7c1C(=O)c8ccc(N)c(c8)C(=O)O,0.0
C[C@@H](Oc1ccc(F)cc1C(=O)NCC(=O)N(C)Cc2ccc(F)cc2)C(=O)Nc3ccc(I)cc3,1.0
CCOC(=O)C1=C(NC(=NC1c2ccccc2Cl)Nc3oc4ccccc4n3)C(C)C,1.0
N[S+](=O)([O-])c1ccc(Nc2cn(nc2c3cccc(c3)c4ccccc4)c5nc(cs5)C(=O)O)cc1,0.0
Clc1ccc(cc1)n2cccc2\C=C/3\NC(=O)N(C3=O)c4ccccc4,0.0
CCCCN(CCCNC(=O)C1CCN(CC1)C(=O)c2sc3ccccc3c2Cl)Cc4ccccc4,1.0
Cc1cc(OCCCc2c(C)c([nH]c2C(=O)Nc3cccc(c3)C(=O)O)c4cccc(Cl)c4Cl)cc(C)c1Cl,0.0
COc1ccc(CC(=O)Nc2nc(c(C)s2)c3ccc4N(CCc4c3)C(=O)c5ccc(cc5)C(=O)c6ccccc6)cc1,1.0
CN1C(=O)N(C)c2nc(OC3CCN(CC3)C(=O)C4CC4)n(C5CCC6(CC5)OCCO6)c2C1=O,0.0
Clc1ccccc1C2N=C(Nc3oc4ccccc4n3)NC(=C2C(=O)Nc5nncs5)c6cnccn6,0.0
COc1ccc(Br)cc1[S+](=O)([O-])Nc2ccccc2N3CCCCC3,1.0
CC(=O)c1c(C)[nH]c(C(=O)Nc2ccc(Cl)cc2)c1C,0.0
Cc1cc(OCCCc2c3C(=O)N(CCCn3c4c(c(Cl)ccc24)c5c(C)nn(C)c5C)c6cc(CN7CCCC7)cc(c6)C(=O)O)cc(C)c1Cl,0.0
CCOc1ccc(F)cc1N2C(=O)C(=CC(=C2C=C(C)C)C(=O)N3CCNCC3)c4nc(cs4)c5ccc(cc5)C(F)(F)F,0.0
CC1N(Cc2ccc(cc2)C(=O)Nc3ccc(cc3)[S+](=O)([O-])N4CCOCC4)CCc5ccccc15,1.0
Fc1cncc(c1)C(=O)N\N=C\c2oc(Sc3ccccn3)cc2,0.0
CCN(c1ccc(CCO)cc1)c2cc(Nc3ccc(OCCOC)c(Cl)c3)ncn2,1.0
CCCCCCCC\C=C/CCCCCCCC(=O)NCCF,1.0
Cc1ccc(cc1)c2csc(NC(=O)c3ccccc3N[S+](=O)([O-])c4ccc(C)cc4)n2,1.0
Cc1ccc(cc1C)C2N(Cc3ccccc3)C(=O)c4cc(F)ccc24,1.0
O=C(C1CC1)N2CCN(CC2)C(=O)c3cnc4ccccc4c3N5CCC6(CC5)OCCO6,0.0
CC(=O)N1CCc2c(C1)sc3N(Cc4cccc(c4)C(F)(F)F)C(=O)N(C(=O)c23)c5ccccc5C,0.0
CCc1cccc(CC)c1N2C(=O)C(=CC(=C2C=C(C)C)C(=O)N3CCNC(CO)C3)c4nc(cs4)c5ccc(Cl)cc5,1.0
Cc1sc(NC(=O)Cc2ccc3OCOc3c2)nc1c4ccc5N(CCc5c4)C(=O)c6sccc6Cl,0.0
N[S+](=O)([O-])c1ccc(Cc2c(nn(c3nc(cs3)C(=O)O)c2c4cccc(c4)c5ccccc5)C6CC6)cc1,0.0
COc1cccc(CNc2ccc(cc2)[S+](=O)([O-])Nc3ccccn3)c1O,0.0
Cc1ccc(cc1)c2cc(C(=O)NC3CCOCC3)c4ccccc4n2,0.0
COc1ccc2SCCN(Cc2c1)C(=O)CCN3CCC4(CC3)Cc5ccccc5C4=O,1.0
CC[NH+]1CCN(CC1)c2ccccc2N[S+](=O)([O-])c3c(C)cc(C)cc3C,0.0
Cc1ccc(cc1)[S+](=O)([O-])Nc2cc3OCOc3cc2C(=O)Nc4nc(cs4)c5ccccc5,1.0
[O-][S+](=O)(Nc1ccc(cc1)[S+](=O)([O-])Nc2nc3ccccc3s2)c4ccc5ncsc5c4,0.0
COc1ccc(cc1)n2c(C)c(C(=O)C)c3cc(O)ccc23,1.0
Fc1ccc(Nc2cc(nc(n2)c3ccncc3)c4ccccc4)cc1F,0.0
N[S+](=O)([O-])c1ccc(Cc2c(CC3CC3)nn(c2c4cccc(OCc5ccccc5)c4)c6nc(cs6)C(=O)O)cc1,0.0
Cc1sc2c(C(=N[C@H](CC(=O)NCCCCNC(=O)COc3cccc4C(=O)N([C@H]5CCC(=O)NC5=O)C(=O)c34)c6nnc(C)n26)c7ccc(Cl)cc7)c1C,1.0
COCC(C)Nc1ncnc2c1cnn2c3ccc(C)c(C)c3,0.0
CNc1ccccc1N2C3=C(C=C(C2=O)c4nc(cs4)c5ccc(Cl)cc5)C(=O)CC(C)(C)C3,0.0
CC(Nc1nc(NC(=O)C2CCNCC2)nc3ccccc13)c4ccccc4,0.0
Nc1ccc(cc1)c2cn(C3CCCC3)c4ncnc(N)c24,0.0
Cc1nc(NC(=O)c2ccc(Cl)cc2)sc1Cc3ccc4OCOc4c3,0.0
CC(=O)Nc1c(O)n(nc1c2ccccc2)c3nc(cs3)C(=O)O,0.0
OCCCN1C(c2ccccc2)c3cc(Br)ccc3N=C1N4CC5(COC5)C4,0.0
Cc1ccc(cc1)n2ncc3c(Nc4cc(Cl)c(O)c(Cl)c4)nc(C)nc23,0.0
COc1cccc(CN2CCN(CC2)C(=S)Nc3cc(C)cc(C)n3)c1,0.0
Cc1cc(n[nH]1)C(=O)NN[S+](=O)([O-])c2ccc(cc2)C(C)(C)C,0.0
CCC(=O)N1CCN(CC1)C(=O)c2cnc3cc(OC)c(OC)cc3c2N4CCC(C)(CC4)C#N,0.0
CN1C(=O)N(C)c2nc(N3CCN(CC3)C(=O)C)n(Cc4cccc(C)c4)c2C1=O,1.0
CCOc1ccc(CCNC(=O)c2cc3sccc3n2Cc4ccccc4)c(F)c1OCC,1.0
COc1ccc(N[S+](=O)([O-])c2cc(ccc2C)C(=O)Nc3ccc4nc(C)sc4c3)cc1,1.0
Cc1cc(OCCCc2c([nH]c3cc(Cl)ccc23)C(=O)O)cc(C)c1Br,0.0
CCCCCCCCc1ccc(CCC(N)(CO)CO)cc1,0.0
Cc1cc(C)nc(NC(=S)N2CCN(CCN3CCOCC3)CC2)c1,0.0
CCc1cccc(CC)c1N2C(=C(C=C(C2=O)c3nc(cs3)c4ccc(Cl)cc4)C(=O)N5CCC(CO)CC5)CC(C)C,0.0
CN1C(=O)N(C(=O)c2c3CCN(Cc3sc12)C(=O)C)c4ccccc4,0.0
N[S+](=O)([O-])c1ccc(Cc2c(CC3CC3)n(nc2c4cccc(c4)C(O)(C5CC5)C(F)(F)F)c6nc(cs6)C(=O)O)cc1F,0.0
Cc1ccc(cc1C)C2N(C(=O)c3ccccc23)c4ccccc4,1.0
FC(F)(F)c1ccc(nc1)N2CCCN(CC3=CC(=O)N4C=CC=CC4=N3)CC2,1.0
[O-][S+](=O)(Nc1cnccc1C(=O)Nc2nc(cs2)c3ccc(F)cc3)c4ccccc4Cl,0.0
Cc1cc(OCCCc2c([nH]c3c(cccc23)c4cccnc4C)C(=O)N[S+](=O)([O-])c5ccnc(NC6CCCCC6)c5)cc(C)c1Cl,0.0
FC(F)(F)Oc1ccc(NC(=O)c2sccc2NCc3ccnc4ccccc34)cc1,0.0
CC1CCN(CC1)c2ccccc2N[S+](=O)([O-])c3cccc(c3)[S+](=O)(C)[O-],1.0
COc1ccc(cc1)[S+](=O)([O-])N2CC(C)(C)CN(C2C(=O)NO)[S+](=O)([O-])c3ccc(OC)cc3,0.0
CCN(Cc1ccccc1Cl)[S+](=O)([O-])c2ccc(cc2)[S+](=O)([O-])N(C)C,1.0
CC(=O)Nc1ccc(Nc2ncnc3c2cnn3c4ccc(C)cc4)cn1,0.0
OCc1oc(cc1)c2nn(Cc3ccccc3)c4CCCCc24,1.0
C[S+](=O)([O-])c1ccc(Nc2ccc3OCOc3c2)c(N)c1,0.0
O=C1C=C(Oc2c1ccnc2c3ccc4[nH]cnc4c3)c5cccnc5,0.0
COCCN[S+](=O)([O-])c1cc(ccc1C)c2nn3c(C)nnc3c4ccccc24,1.0
Cc1ccc(cc1)C(=O)Nc2cc(ccc2N3CCCCC3)[S+](=O)([O-])N4CCOCC4,1.0
Cc1onc(C)c1Cc2oc(cc2)C(=O)N3CCC4=C(C3)N=C5C=C(NN5C4=O)c6ccccc6,1.0
CN(C)[S+](=O)([O-])c1ccc(N2CCOCC2)c(c1)C(=O)Nc3ncc(C)s3,1.0
Cc1cccc(c1)C(=O)Nc2nc3nc(C)cc(O)n3n2,0.0
CCOC(=O)c1cc(nc2c1c(C)nn2CCC#N)c3occc3,1.0
Cc1cc(C)nc(NC(=S)NCCNCc2ccc(cc2)C(F)(F)F)c1,1.0
N[S+](=O)([O-])c1ccc(Cc2c(CC3CC3)n(nc2c4cccc(OCc5ccccc5)c4)c6nc(cs6)C(=O)O)c(F)c1,0.0
CC[S+](=O)([O-])N1CCN(CC1)C(=O)c2cnc3c(F)cc(F)cc3c2N4CCC(C)(CC4)C#N,0.0
[O-][S+](=O)(Nc1cccc(c1)C(F)(F)F)c2ccc(cc2)n3ccnn3,0.0
NC(=O)c1cccc(c1)c2nc(Nc3ccc(F)cc3)c4ccccc4n2,0.0
NCC(=O)N1CCC2=C(CC1)C(=O)N(N2Cc3ccc(F)cc3)c4ccc(F)cc4,0.0
CN(C)CCN1CCN(CC1)c2nc(NCc3ccccc3)c4cc(ccc4n2)c5c(C)onc5C,0.0
Cc1ccc(F)c(CN2[C@H]3C=CC(=O)[C@@H]2[C@H]4[C@@H]3C(=O)N(C4=O)c5ccccc5)c1F,1.0
Cc1ccc(N[S+](=O)([O-])c2cccc(c2)C(=O)Nc3nc(cs3)c4ccccc4)cc1,1.0
COC(=O)c1csc2c1C(=O)Nc3cc(nn23)c4ccc(F)c(F)c4,1.0
Fc1ccc(C(=O)NC2=Nc3sc4CCCc4c3C(=O)S2)c(Cl)c1,1.0
COc1ccc(cc1COc2ccc(cc2)N(C)C(=O)C)C3Nc4cccc(O)c4C(=O)N3Cc5ccccc5,1.0
CC(C)(C)OC(=O)NCCNc1ccc(NC(=O)c2c[nH]cn2)cc1[S+](=O)([O-])Nc3ccc(Br)cc3,0.0
Cc1onc(C)c1c2ccc3ncnc(NCc4ccc5[nH]ccc5c4)c3c2,1.0
CCc1cccc(CC)c1N2C(=O)C(=CC(=C2C=C(C)C)C(=O)N3CCNC(=O)C3)c4ccn(n4)c5ccc(Cl)cc5,1.0
COc1ccc(cc1COc2c(C)cc(cc2C)N(C)C(=O)C)C3N(C)c4ccccc4C(=O)N3Cc5cccnc5,1.0
COc1cccc(c1)c2oc3ccc(NC(=O)c4ccc(C)c(N[S+](=O)(C)[O-])c4)cc3n2,0.0
CCCc1c(CCNC(=O)c2cc3sccc3n2Cc4ccc(Cl)c(F)c4)ccc(OCC)c1OCC,1.0
C(Cc1ccccc1)N(CC2CCCCC2)C3CCNCC3,1.0
CN(C)[S+](=O)([O-])c1ccc(cc1)[S+](=O)([O-])Nc2cc(C)ccc2N3CCCCC3,1.0
Clc1ccc(N2CCN(CC2)C(=O)c3cnc(N4CCCCC4)c5ccccc35)c(Cl)c1,1.0
COC(=O)c1ccc(Nc2nc(nc3ccccc23)c4ccncc4)cc1F,1.0
OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c3cccc(c3)C(F)(F)F,0.0
Cc1ccc(C#Cc2cccc(c2)c3nn(Cc4nnn[nH]4)c(CC5CC5)c3Cc6ccc(c(F)c6)[S+](=O)(N)[O-])s1,0.0
CCc1cccc(CC)c1N2C(=C(C=C(C2=O)c3nc(cs3)c4ccc(Cl)cc4)C(=O)N5CCNC(C)C5)CC(C)C,0.0
COc1cccc(c1)C2=Nc3ccc(Br)cc3C(N2CCCO)c4ccccc4,1.0
[O-][S+](=O)(Nc1cnccc1C(=O)Nc2nc(cs2)c3ccccc3)c4cccnc4,0.0
CC1(CCN(CC1)c2c(cnc3ccccc23)C(=O)N4CCN(CC4)[S+](=O)([O-])C5CC5)C#N,0.0
Cc1ccc2NC(=O)\C(=C\C(=O)c3ccc(Br)s3)\c2c1,0.0
CCCc1coc(CN2CC(Nc3ccccc3C2=O)c4ccc5OCCOc5c4)c1,1.0
CN(C)CCCn1cc(C2=C(C(=O)NC2=O)c3c[nH]c4ccccc34)c5ccccc15,0.0
COc1cc2C(=O)NCC(=Nc2cc1OCc3ccccc3)c4ccccc4,1.0
[O-][S+](=O)(N1CCOCC1)c2cccc(NCC(=O)Nc3ccc(OC(F)(F)F)cc3)c2,1.0
Clc1cccc(CN(CCc2ccccc2)C3CCNCC3)c1Cl,0.0
Cc1ccc(cc1)n2ncc3c(Nc4cccc(c4)C(=O)O)ncnc23,0.0
FC(F)(F)c1ccc(Cc2cnc(NC(=O)c3occc3)s2)cc1,0.0
Clc1ccccc1C2N=C(NCc3nccs3)NC4=C2C(=O)CCC4,1.0
O=C(CCc1onc(n1)c2cnccn2)N3CCC4(CCCN(C4)C(c5ccccc5)c6ccccc6)CC3,1.0
COC(=O)c1ccc(cc1)c2ccccc2\C=C\3/NC(=O)N(C3=O)c4ccccc4,1.0
CCOC(=O)N1CCN(CC1)C(=O)c2cnc3ccccc3c2N4CCC(C)(CC4)C#N,0.0
COC1C(O)CC2CN3CCc4c([nH]c5cc(OC)ccc45)C3CC2C1CO,0.0
N[S+](=O)([O-])c1ccc(Cc2cn(nc2c3ccc(F)c(c3)c4cc(Cl)cc(Cl)c4)c5nc(cs5)C(=O)O)cc1,0.0
FC(F)(F)c1cccc(c1)N2CCN(CC2)C(=S)Nc3nc4ccc(cc4[nH]3)C(F)(F)F,0.0
FC(F)(F)Oc1ccc2Oc3ccc(cc3C(=O)Nc2c1)c4cnn(CCC#N)c4,0.0
CCc1cccc(CC)c1N2C(=C(C=C(C2=O)c3nc(cs3)c4ccc(Cl)cc4)C(=O)N5CCN[C@H](C5)C(=O)OC)C,1.0
Cc1cc(OCCCc2cn(CCC(=O)O)c3cc(Cl)ccc23)cc(C)c1Cl,0.0
Cc1ccc(C#Cc2cccc(c2)c3nn(c(CC4CC4)c3Cc5ccc(c(F)c5)[S+](=O)(N)[O-])c6occ(n6)C(=O)O)s1,0.0
Fc1ccccc1c2cc3C(=O)c4ccccc4c3nn2,1.0
C[C@@H]1CN(C(=O)c2c(CCCOc3cc(C)c(Cl)c(C)c3)c4ccc(Cl)c(c5c(C)nn(C)c5C)c4n12)c6ccc(C(=O)O)c7ccn(C)c67,0.0
Cc1cc(OCCCc2c3C(=O)N(CCCn3c4c(c(Cl)ccc24)c5c(C)nn(C)c5C)c6cc(C(=O)O)c7c(Br)cn(C)c7c6)cc(C)c1Cl,1.0
COc1cccc(CNc2ccc(cc2)[S+](=O)([O-])Nc3cccc(c3)C(C)(C)C)c1O,1.0
Cn1c2ccccc2c3c4C(=O)NCc4c5c6ccccc6n(CCC#N)c5c13,1.0
Cc1cc(C)nc(NC(=S)N2CCC[C@H](C2)NC(=O)c3cccc(c3)C(F)(F)F)c1,0.0
CCC1CCCN1[S+](=O)([O-])c2ccc(NC(=O)c3ccc(OC)c(I)c3)cc2,1.0
NC(=O)C1CCN(CC1)c2nc(cs2)c3cccc(c3)C(F)(F)F,1.0
Fc1ccc(Nc2nc(nc3ccccc23)N4CCNCC4)cc1F,1.0
CNC(=O)Cn1cc(cn1)c2nc(NCc3cncc(Cl)c3)c4cc(ccc4n2)c5c(C)onc5C,0.0
CC#Cc1cccc(c1)c2nn(c(CC3CC3)c2Cc4ccc(c(F)c4)[S+](=O)(N)[O-])c5nc(cs5)C(=O)O,0.0
CCCN1C(=N[S+](=O)([O-])c2cc(NCc3ccccc3)ccc12)CC(C)C,1.0
CCN1CCN(CC1)[S+](=O)([O-])c2cc(C(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)n(C)c2,0.0
O=C(Nc1ccncc1)c2cc(nc3cnccc23)c4cccs4,0.0
CC1=C(C(=O)N2C=CSC2=N1)[S+](=O)([O-])Nc3ccc(N[S+](=O)(C)[O-])cc3,0.0
Cc1cc(OCCCc2c([nH]c3c(cccc23)c4c(C)n[nH]c4C)C(=O)O)cc(C)c1Cl,0.0
Cc1cc(OCCCc2c([nH]c3cc(ccc23)C4CC4)C(=O)O)cc(C)c1Cl,0.0
[O-][S+]1(=O)N=C2CCCN2c3ccc(NC(=O)c4ccc(F)cc4)cc13,0.0
Cc1nn2CCCN(CC3CC3)c2c1c4ccccc4c5ccccc5,1.0
OC(=O)c1csc(n1)n2cc(Br)c(n2)c3cccc(c3)c4ccccc4,0.0
CCOC(=O)c1c2CCN(Cc2sc1NC(=O)c3cccc(c3)C(F)(F)F)C(=O)c4ccccc4,0.0
OCc1oc(cc1)c2nn(Cc3ccc(cc3)c4ccccc4)c5ccccc25,0.0
C[C@@H]1C[C@H](C)CN(C1)C(=O)c2ccc(cc2)[S+](=O)([O-])Nc3ccc(C)cc3,1.0
CC1=C(C(N=C(Nc2oc3cc(F)ccc3n2)N1)c4cccc(c4Cl)C(F)(F)F)C(=O)Nc5cc(ccn5)C(=O)O,0.0
CCOc1ccccc1N2CC(CC2=O)c3nc4ccccc4n3CCOc5ccc(cc5)C(C)(C)C,1.0
Cc1cc(OCCCc2c3C(=O)N(CCCn3c4c(c(Cl)ccc24)c5c(C)nn(C)c5C)c6ccc(cn6)C(=O)O)cc(C)c1Cl,0.0
COc1ccc(cc1)C(=O)N[C@@H]2CCC[C@@H]2C(=O)N3CCC(Cc4ccccc4)CC3,1.0
CC(C)C(=O)OCOC(=O)c1csc(n1)n2nc(cc2O)c3ccc(F)c(F)c3,1.0
Cc1cc(OCCCc2c(C)c(Br)[nH]c2C(=O)O)cc(C)c1Cl,1.0
Brc1ccoc1\C=C/2\C(=O)Nc3ccc(cc23)c4ccccc4,0.0
CN(C)C(=O)N1CCN(CC1)C(=O)c2cnc3ccsc3c2c4ccc(cc4)C5(CC5)C#N,1.0
CCOC(=O)c1csc(n1)n2nc(CC3CC3)c(Cc4ccc(cc4F)[S+](=O)(N)[O-])c2c5ccc(F)c(c5)c6cccc(OC)c6,1.0
Cc1n[nH]c2cc(ccc12)C(=O)Nc3cccc(c3)[S+](=O)([O-])Nc4ccccc4F,1.0
Cc1onc(C)c1CC(=O)N2CCC3(CCCN(C3)C(c4ccccc4)c5ccccc5)CC2,1.0
Cc1ccc(O)c(c1)c2cc([nH]n2)c3ccccc3C,0.0
O=C(Nc1nc(cs1)c2ccccn2)c3cccc(c3)S(=O)(=O)N4CCOCC4,1.0
CCOc1ccc(CCNC(=O)c2cc3sccc3n2Cc4ccc(cc4)c5nnn(CCOCCOCCNC(=O)OC(C)(C)C)n5)cc1OCC,1.0
CC(=O)Nc1ccc(cc1)C2N(Cc3ccccc3)C(=O)c4ccccc24,1.0
CNC1(CCCCC1=O)c2ccc(Br)cc2Cl,1.0
