smiles,1a2
COc1ccc(cc1)C(N(C(=O)c2snc(c2N)c3ccc(F)cc3)c4ccc(OC)cc4)C(=O)NC5CCCC5,0.0
CC(C)COC(=O)Nc1nnc(SCCOc2ccccc2)s1,1.0
CCN1C(=O)C=C(SCC(=O)NCc2ccc3OCOc3c2)c4ccccc14,1.0
[O-][N+](=O)c1ccc(C=NN=C(Nc2ccccn2)c3ccccn3)cc1,1.0
O=C(CC(=O)NN=C1CCCC1)NCCc2ccccc2,0.0
OC1CC(=NNC(=O)OCc2ccccc2)C3CCC4C(C3C1O)C(=O)N(C5CCCCC5)C4=O,0.0
FC(F)(F)c1ccc(cc1)C(=O)c2c[nH]c(c2)C(=O)NCCCn3ccnc3,1.0
COc1ccc2N=C(N=NC(c3ccc(cc3)[N+](=O)[O-])c2c1)c4occc4,1.0
OC(=O)C=Cc1cnc[nH]1,0.0
Fc1cccc(c1)C(=O)N2CCCC3(CCN(Cc4ccncc4)C3)C2,0.0
Cc1cc(C)c2NC(=O)C(=Cc2c1)CN(Cc3occc3)C(=O)c4cccs4,1.0
Clc1ccc(OCC(=O)Nc2noc3ccccc23)c(Cl)c1,1.0
CN1C(=O)CC(NNC(=O)c2ccccc2)C1=O,0.0
COC(=O)N1CCC2(CC1)CCN(CC2)c3ccncc3,0.0
FC(F)(F)COCCNS(=O)(=O)c1ccc2oc3ccccc3c2c1,1.0
O=C(C1CC1)N2CCc3cc(ccc23)S(=O)(=O)N4CCCc5ccccc45,0.0
[O-][N+](=O)c1ccc(Cl)c(C=NN2CCN(Cc3ccccc3)CC2)c1,1.0
CCOC(=O)c1c(NC(=O)C(c2ccccc2)c3ccccc3)sc4N5CCC(CC5)c14,0.0
O=C(c1ccccc1)c2ccc(OCCN3C=Nc4ccccc4C3=O)cc2,0.0
COC(=O)C1CN(CCN1S(=O)(=O)c2ccc(C)cc2)S(=O)(=O)c3ccc(C)cc3,0.0
CCOC(=O)C(NC(=O)C)C(=O)O,0.0
COc1ccccc1N2CCN(CCCCNC(=O)c3ccc4ccccc4c3)CC2,0.0
OCCNc1ncnc2c1ncn2C3OC(CO)C(O)C3O,0.0
COCCn1nc2cc(ccc2c1OC)C(=O)NCC34CC5CC(CC(C5)C3)C4,0.0
Cc1cccc(NC(=O)C=Cc2cccs2)n1,1.0
COc1ccc(cc1)N2C(=O)C=Nc3cnc(nc23)N4CCNCC4,1.0
Cc1cc(C)c(C(=O)N)c(NC(=O)Nc2ccccc2)n1,1.0
CC1=Cc2ccccc2C(=O)N1CC(=O)NCC(=O)N3CCCC3,0.0
CC(=O)NC(CCS(=O)(=O)C)C(=O)Nc1ccc(C)c(F)c1,0.0
CC(C)c1cccc2cc3CN4C(=O)C=CC=C4c3nc12,1.0
CC(C)CC(NC(=O)C(C)NC(=O)CC(O)C(CC(C)C)NC(=O)C(NC(=O)C(NC(=O)CC(C)C)C(C)C)C(C)C)C(O)CC(=O)O,0.0
CN1C(=O)N(Cc2ccccc2)c3[nH]c(O)c(CC(=O)NCc4cccc(Cl)c4)c3C1=O,0.0
COc1ccc(NC(=O)N2CC3(CCN(CC3)C(=O)c4ccc(OC)cc4)C2)cc1,0.0
COC(=O)C1CCC(C)C(N1C(=O)c2ccc(C=NOC3OC(COC(=O)C)C(OC(=O)C)C(OC(=O)C)C3OC(=O)C)cc2)c4ccc(C)cc4,0.0
CC(C)CC(=O)NC(=S)Nc1ccc(Br)c(C)c1,1.0
Fc1ccc(N=C(NS(=O)(=O)c2ccccc2)c3ccc(Cl)cc3)c(F)c1,0.0
Clc1ccc(cc1)c2oc(nn2)c3occc3,1.0
CC(N1CCN(CC1)S(=O)(=O)c2ccc(C)cc2)C(=O)N3CCCc4ccccc34,0.0
O=C(CCCC1=NS(=O)(=O)c2ccccc2N1)N3CCN(CC3)c4ccccc4,0.0
CC(C)CN1CCC2(CCCN(C2)C(=O)c3cccc(F)c3)C1,0.0
O=C(Oc1ccc2OCN(Cc3ccccc3)Cc2c1)c4ccccc4,0.0
Cc1cnc2cc(Cl)ccc2c1SCC(=O)O,0.0
CCN1C(=O)C2CCC3C(C(O)C(O)CC3=NOC4OC(COC(=O)C)C(OC(=O)C)C(OC(=O)C)C4OC(=O)C)C2C1=O,0.0
Cn1cc(C2=Nc3cnc(OCc4ccccc4)nc3N(CCC#N)C2=O)c5ccccc15,1.0
CC(CN1CCCCc2nc(C)c(C)cc12)ON=C(C)CCN3CCCCc4nc(C)c(C)cc34,0.0
CNC(CC(=C)C=C)c1ccccc1,0.0
COCCN1C(=O)C(=Nc2cnc(nc12)N(C)C)c3cccs3,1.0
CCc1cccc2c(cn(CCOc3ccccc3OC)c12)C#N,1.0
CC(=O)Nc1ccnc(n1)c2cccnc2,1.0
COc1cccc(CNC(=O)C2CCN(CC2)S(=O)(=O)N3CCCCC3)c1,0.0
O=C(CNS(=O)(=O)c1cccs1)N2CCC3(CC2)OCCO3,0.0
COc1ccccc1CNCCCCCCNCCCCCCCCNCCCCCCNCc2ccccc2OC,0.0
N#Cc1ccc(cc1)C(c2ccc(cc2)C#N)n3cncn3,0.0
Cc1oc(C=C2NC(=O)N(CC(=O)Nc3ccc(C)cc3)C2=O)cc1,0.0
Clc1ccc(COc2ccccc2C=NNC(=O)Cc3ccccc3)cc1,1.0
Cc1ccc(CSc2nc3ccccc3cc2C=O)cc1,1.0
O=C(OCc1ccccc1)c2cccc(c2)c3oc(nn3)c4ccccc4,1.0
CC(C)CN1CCCC2(CCN(CC2)C(=O)c3c(C)onc3C)C1,0.0
CCCCC1CC1C(NC(=O)c2ccccc2)c3ccc(Cl)cc3,1.0
COC(=O)NCC=Cc1occ(CCC=CC(=O)OC)n1,0.0
CC(C)C(CC(=O)NCCCN1CCOCC1)NS(=O)(=O)c2ccc(NC(=O)C)cc2,0.0
Cc1oc2c3ccccc3C(=O)C(=O)c2c1C(=O)c4ccccc4,1.0
CCOC(=O)c1c(C)[nH]c2c3ccccc3c(O)cc12,1.0
COC(=O)C1(CC1)S(=O)(=O)c2cc(Br)cc3CCN(C(=O)C)c23,0.0
CCOC(=O)c1c(NC(=O)c2c(Br)cnn2C)c(nn1c3ccccc3)C#N,1.0
C(N(Nc1ccccc1)c2ccccc2)c3cnccn3,1.0
CCCCN(Cc1ccccc1)C(=O)C2=CN=C3SCCN3C2=O,0.0
Clc1cncc(n1)N2CCNCC2,1.0
COc1ccc(NC(=O)CN2c3cccc4cccc(c34)S2(=O)=O)cc1,1.0
CC(O)C(O)C1CNC2=C(N1)C(=O)NC(=N2)N,0.0
CC1=C(N2C(SC1)C(NC(=O)C(N)c3ccc(O)cc3)C2=O)C(=O)O,0.0
Cc1ccc(cc1)C(=O)NNC(=S)NC(=O)c2ccc(Cl)cc2,0.0
O=C(C1CCN(CC1)S(=O)(=O)N2CCOCC2)N3CCN(CC3)c4ccccc4,0.0
O=C(NCCCN1CCCCC1)C2CCC(=O)N2CCc3ccccc3,0.0
Brc1ccc(cc1)c2oc(cc2)C(=O)Nc3cccc4ncccc34,1.0
CC(C)SC1=Nc2sc(cc2C(=O)N1N)c3ccccc3,1.0
NS(=O)(=O)c1ccc(CNC(=O)C=Cc2ccccc2)cc1,0.0
Cc1ccc(C)c(NC(=O)Cn2nnc(C(=O)NCc3cccs3)c2N)c1,0.0
OC1C=C(C=C)C2(OCCCO2)C3OC13,0.0
OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c3cccc(c3)C(F)(F)F,0.0
CSc1nsc(SC)c1NC(=O)OCc2ccccc2,1.0
Clc1ccc(CSc2oc(nn2)C3=CC=CN(Cc4ccccc4)C3=O)cc1Cl,0.0
OC(=O)CSc1nc2ccccc2[nH]1,0.0
CCN(CC)S(=O)(=O)c1ccc(cc1)C(=O)NCC2=NNC(=S)N2Cc3ccccc3,0.0
CCOc1cc(NC(=O)c2ccccc2C)c(OCC)cc1NC(=NCC3CCCO3)S,0.0
OC1CC(=NOCCCC#C)C2CCC3C(C2C1O)C(=O)N(Cc4ccc5OCOc5c4)C3=O,0.0
O=C(NCC1COc2ccccc2O1)C3CCN(CC3)S(=O)(=O)c4cccc5nsnc45,0.0
CN(C)CCCn1cc(C2=C(C(=O)NC2=O)c3c[nH]c4ccccc34)c5ccccc15,1.0
COc1cccc(c1)C(=O)c2c(O)c(O)n(Cc3cccnc3)c2c4occc4,0.0
OC(=O)CCSc1ncnc2nc[nH]c12,0.0
O=C(Nc1ccccc1N2CCCCC2)c3occc3,1.0
Cc1cc(C)cc(NC(=O)c2ccc(CSc3nnc(C)s3)cc2)c1,0.0
CCOCCCN1C(C(=O)N(CC1=O)C2CCCCCC2)c3ccc(OC)cc3,0.0
COc1ccc(Oc2ncc3N=C(CCc4ccccc4)C(=O)N(C5CC5)c3n2)cc1,1.0
CC(NC(=O)OC1CCCCC1)N2C(=O)C3C4CC(C=C4)C3C2=O,0.0
CCOc1ccccc1OC(C2CNCCO2)c3ccccc3,0.0
[O-][N+](=O)C(=CC(=C1N(Cc2ccc(Cl)nc2)CCN1Cc3ccc(Cl)nc3)[N+](=O)[O-])Cl,0.0
COCCNC(=O)c1onc(CSc2cccc(C)c2)c1C(=O)O,0.0
COC(=O)C1(Cc2ccc(OC)cc2)C3C(CN1C(=O)c4ccccc4)Cc5c3cc(C(=O)N6CCCC6)n5CCF,0.0
CN1C(=S)N(C)C(=O)C(=Cc2oc(cc2)N3CCCCCC3)C1=O,1.0
Clc1cc(Cl)c2ccccc2c1OC(=O)N3CCCC3,1.0
CC1CCN(CCCNC(=O)C2CN(C3CCCCCC3)C(=O)C2)CC1,0.0
Clc1ccccc1C(=O)ONC(=N)c2ccccn2,1.0
COc1ccc2[nH]c3C(=NCCc3c2c1)C,1.0
CC(C)Oc1ccc(cc1)C2CC(=O)NC3=C2C(=O)CCC3,0.0
COc1ccccc1CCN2C(=O)C(=Nc3cncnc23)c4cccs4,1.0
CC(=NNC(=O)c1cn(cn1)c2cccc(C)n2)c3ccc(C)cc3,1.0
OCCCN1C=Nc2c(C1=N)c(c3ccccc3)c(c4ccccc4)n2Cc5ccccc5,0.0
CN(C)c1ncc2N=C(C(=O)N(Cc3cccs3)c2n1)c4ccc(Cl)cc4,1.0
C(CN1CCCC1)C(c2ccccc2)c3ccccn3,0.0
Cc1ccc(cc1)S(=O)(=O)N=C(O)NN2CCCCCC2,0.0
CCOC(=O)C(NCc1ccccc1OC)(NC(=O)c2ccccc2)C(F)(F)F,0.0
CCC(C)NS(=O)(=O)c1ccc(OCC(=O)Nc2ccc3OCCOc3c2)cc1,0.0
CC(Oc1ccc(O)cc1)(P(=O)(O)O)P(=O)(O)O,0.0
c1ccc(cc1)C(C(c2ccccc2)c3cccc4c3ccc5ccccc45)c6cccc7c6ccc8ccccc78,0.0
COc1ncc2N=C(C(=O)N(CCc3ccccc3)c2n1)c4cn(C)c5ccccc45,1.0
Cc1ccc(cc1)c2cc(N)n(n2)c3ccc(C)cc3,1.0
Cc1c(oc2ccc(cc12)S(=O)(=O)N3CCC4(CC3)OCCO4)C(=O)NCCc5ccccc5,0.0
C1CCc2sc(Nc3cccc4ccccc34)nc2C1,1.0
[O-][N+](=O)c1ccc(cc1)c2nnc(NC(=O)CN3CCCCC3)s2,0.0
CC(=O)N1CCCC2(CCN(Cc3ccc(cc3)C#N)C2)C1,0.0
OC(=O)C1CCCNC1,0.0
Fc1ccc(cc1)C(=O)ON=C2CCSc3ccccc23,1.0
CSc1nnc(C)c(C=CNc2ccc(Cl)cc2)n1,1.0
[O-][N+](=O)c1cc(ccc1Sc2nc3ccccc3s2)S(=O)(=O)C(F)(F)F,1.0
Cc1onc(NC(=O)COC(=O)c2ccc(cc2)S(=O)(=O)N3CCCc4ccccc34)c1,0.0
CC(ON=C1C2CCN3N(C2C(O)C4OC14)C(=O)N(C3=O)c5ccccc5)c6cn(nn6)C7COCC7O,0.0
Clc1cccc(c1)C2=Nc3cncnc3N(C4CC4)C2=O,1.0
COc1ccc2OC(=O)C(=Cc2c1)NC(=O)C3CCCCC3,1.0
Brc1ccc(cc1)C2NC(=S)N=C3C4CCN(CC4)C23,0.0
CCOc1cc2NC(=S)N(CCC(=O)N3CCc4ccccc4C3)C(=O)c2cc1OCC,0.0
COc1ccccc1N2CCN(CCN(C(=O)C3CCCCC3)c4ccccn4)CC2,0.0
CCc1nc(C)cn1S(=O)(=O)c2cc(Cl)c(OC)cc2Cl,0.0
COC(=O)c1[nH]c2ccc(Br)cc2c1NC(=O)CN3CCCc4ccccc34,1.0
COc1cc(SC)ccc1C(=O)N(C)Cc2ccccc2,0.0
Clc1cccc(c1)C(=O)NNC(=O)c2ccccc2n3cccc3,0.0
CN(C)C(=O)Oc1cccc(c1)[N+](C)(C)C,0.0
C1CN(CCN1)c2ccc3ccccc3n2,1.0
CCOC(=O)c1nnn(c1C)c2ccccc2C#N,0.0
NC1=C(C#N)C2=C(CCCC2)C(=S)S1,1.0
Cc1ccc(cc1)C2C3C(=O)CCCC3=NC4=C2C(=O)NC(=N4)SCC(=O)NCc5occc5,0.0
COCCN1C(=O)C(=Nc2cnc(nc12)N3CCOCC3)C,1.0
COn1c2CCc3nonc3c2nc1c4ccccc4,1.0
Cc1ccc(cc1C)S(=O)(=O)C2=CC3=C(N=C4C=CC=CN4C3=O)N(Cc5occc5)C2=N,0.0
CC1CCN(CC(=O)Nc2cccc(c2)[N+](=O)[O-])CC1,0.0
COc1ccc(cc1OC)C(=O)C(C#N)c2nc3ccccc3n2C,1.0
CC(=O)Nc1ccc(N2CCCCC2)c(c1)C(=O)Nc3cccc(C)c3,1.0
CC1C(O)CCC2(C)C1CCC3(C)C2C(O)CC4C(=C(CCC=C(C)C)C(=O)O)C(CC34C)OC(=O)C,0.0
CN(C)CCSc1nc(nc2sc3CCCCc3c12)n4nc(C)cc4C,1.0
O=C(NC1CCCC1)C(OC(=O)C2=Cc3ccccc3OC2)c4cccnc4,1.0
CC(=O)OCC1=C(N2C(SC1)C(NC(=O)CSc3ccncc3)C2=O)C(=O)O,0.0
CC(=O)Nc1c(cnn1c2ccc(C)c(C)c2)C(=O)N3CCOCC3,0.0
Cc1ccccc1C(=O)N2CCN(CC2)c3ccc(c(c3)N4CCOCC4)[N+](=O)[O-],0.0
Cc1ccccc1NC(=O)c2cccc(Cn3cc(Br)c(n3)[N+](=O)[O-])c2,1.0
COC(=O)c1[nH]c(C)c(C(=O)c2c(O)c(O)n(CCN(C)C)c2c3cccs3)c1C,0.0
Cc1ccc(NS(=O)(=O)c2cc(ccc2Cl)C(=O)N3CCc4ccccc4C3)cc1,1.0
CCOc1ccc(CCNC(=O)CCCN2C(=O)c3ccccc3C2=O)cc1OCC,0.0
NC1N=CN(CC=Cc2ccccc2)c3nc[nH]c13,0.0
Cc1ccc(cc1C)N2C(=S)NC(=O)C(=Cc3oc(CN(CCC#N)S(=O)(=O)C)cc3)C2=O,0.0
Fc1ccc(NC(=O)c2cc(cs2)S(=O)(=O)Nc3ccc(F)cc3)cc1,1.0
[O-][N+](=O)c1ccc(C=C(NC(=O)c2ccccc2)C(=O)Nc3cccc4ccccc34)cc1,1.0
NC(Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)O,0.0
CCNC(=O)CC1=C(O)N(CC)C(=S)N1NC(=O)c2ccc(Cl)cc2,0.0
COc1ccc(cc1)N2C(=NC(=C(Cc3ccccc3)C2=O)O)SC,0.0
COc1cccc(Nc2ncc3N=CC(=O)N(Cc4ccc(F)cc4)c3n2)c1,1.0
Cc1ccc(NC(=O)c2ccc(CSc3nnc(C)s3)cc2)cc1,0.0
Cc1cccc(N2CCN(CC(=O)Nc3ccc(cc3)n4cnnn4)CC2)c1C,0.0
Clc1ccccc1OCc2oc(NCc3cccnc3)c(n2)C#N,1.0
COc1ccc(CNC(=O)c2csc(Cc3ccc(Cl)cc3)n2)cc1,1.0
O=C1N(C(Nc2ccccc12)c3ccncc3)c4ccccn4,0.0
O=C(Cc1cccs1)N(C(C(=O)NCC2CCCO2)c3cccnc3)c4cccnc4,0.0
Cc1ccc(OCCCN2C(=O)C(=O)c3cccc(C)c23)cc1,1.0
Cc1onc(C)c1C(=O)N2CCC3(CCN(Cc4ccncc4)CC3)CC2,0.0
CCCS(=O)(=O)N1CCCC(C1)C(=O)NCCN2CCOCC2,0.0
COC(=O)c1sccc1NC(=O)CSc2ccccc2NS(=O)(=O)c3ccc(Cl)cc3,1.0
OC1=CC(=O)C=C2OC=C(C(=C12)O)c3ccc(O)cc3,1.0
Cc1ccc(cc1[N+](=O)[O-])C(=O)Oc2ccc(Cl)c3cccnc23,1.0
CC1=NNC(=O)NC1=O,0.0
CCN1C=C(C(=O)NCC(=O)OC)c2cc(OC)c(OC)cc2C1=O,0.0
Fc1ccc(cc1)C(=O)OCCNC(=O)c2ccc3ccccc3n2,1.0
Cc1ccc(cc1C)N2C(=S)NC(=O)C(=CN3CCN(CC3)C(=O)c4occc4)C2=O,0.0
O=C1N(C2CC2)c3ncncc3N=C1CCc4ccccc4,1.0
Cc1ccc(C=CC(=O)NC(=Nc2ccccc2C(=O)NC3CCCCC3)S)cc1,0.0
CCCOP(=O)(OCCC)C1(CCCCC1)Nc2ccc(C)cc2,1.0
[O-][N+](=O)c1ccc(NCCNS(=O)(=O)c2ccccc2)c(c1)C(F)(F)F,1.0
NCC1CCC(CC1)C(=O)O,0.0
CCOC(=O)C12CC1C(=NO)c3ccccc3O2,1.0
Fc1ccc(cc1)N2CCN(CC2)C(=O)c3sc4ccccc4c3Cl,1.0
CC(=O)Nc1cccc(c1)N2C(=O)CCC2=O,0.0
[O-][N+](=O)c1cccc2c[nH]nc12,1.0
COC(=O)c1ccc(cc1)C2C(Oc3ccccc3)C(=O)N2CCc4ccc(OC)c(OC)c4,0.0
Cc1cc(nc2cc(O)ccc12)N3CCN(CC3)c4ccccc4F,1.0
Cc1cc2CCN(C(=O)Nc3ccnc4ccccc34)c2cc1Cl,1.0
COc1ccc(cc1N=C(S)NC(=O)c2ccc3OCCOc3c2)C4=Cc5ccccc5OC4=O,0.0
CC(=O)Nc1ccc2nc(SCC(=O)Nc3ccc(N4CCOCC4)c(Cl)c3)sc2c1,0.0
COC(CO)C(C)C=CCC(=O)NC(C)C(=O)OC,0.0
o1c(nc2ccccc12)c3ccccn3,1.0
COc1ccc(C=Nc2c(nc3ccccn23)c4occc4)cc1OC,1.0
CC1CC=CC=CC=CC=CC(CC2OC(O)(CC(O)CC3OC3C=CC(=O)O1)CC(O)C2C(=O)O)OC4OC(C)C(O)C(N)C4O,0.0
Cc1nnc(Sc2cc(C(=O)NCc3occc3)c4ccccc4n2)s1,1.0
Cc1c(C=CC(=O)c2ccccc2)cnn1C,1.0
CN1C(=O)N(C)c2ccc(cc2C1=O)S(=O)(=O)NCCC(=O)NCCc3ccc(Cl)cc3,0.0
COc1ccccc1NC(=O)c2ccc(nc2)n3cccn3,1.0
COC(=O)N1CCC2(CCCN(Cc3ccccc3OC)C2)CC1,0.0
OCCN1C(=O)C2=CC(=[N+](O)[O-])C(=Nc3ccccc3Cl)c4cccc(C1=O)c24,1.0
CC(C)OC(=O)c1cc2c(ccn2C)n1Cc3ccccc3C,1.0
CCN(CC)CCNC(=O)c1cc(ccc1OC)S(=O)(=O)C,0.0
CC(C)C(=O)NC(=S)Nc1ccccc1C(=O)Nc2ccccc2,1.0
Cc1ccc(cc1C)C(=O)COC(=O)CNC(=O)COc2ccccc2C,1.0
CCCC(c1cc(c(O)cc1C)C(C)(C)C)c2cc(c(O)cc2C)C(C)(C)C,0.0
C1CNCC2(C1)CCN(C2)c3ccccn3,0.0
CN1CC(c2ccccc2Cl)C3(COc4ccccc4C3=O)C15C(=O)Nc6ccccc56,0.0
Cc1cc(OCc2ccc(cc2)[N+](=O)[O-])c3C4=C(CCCC4)C(=O)Oc3c1,1.0
COc1cc(NC(=O)c2oc3ccccc3c2)c(OC)cc1Br,1.0
Cc1ncc(CO)c(CN)c1O,0.0
Clc1ccc(c(Cl)c1)c2cc(C(=O)NNC(=O)Nc3ccccc3)c4ccccc4n2,1.0
CCC(=O)N1C(C)Cc2cc(ccc12)S(=O)(=O)CCC(=O)N3CCn4c3nc5ccccc45,0.0
COc1ccc(cc1)C(N(Cc2cccs2)C(=O)c3cnccn3)C(=O)NCc4ccccc4,0.0
CCOC(=O)C1=C(C)N(C(=N)S1)c2ccc(OC)cc2,1.0
O=C(Oc1ccccc1)N2CCC3(CCCN(C3)c4ccc(cc4)c5ccccc5)CC2,0.0
CC(C)(C)c1ccc(OC(=O)Nc2ccc(O)c(c2)C(=O)O)cc1,0.0
CCCN1C(=O)N(CCC)c2ncn(C)c2C1=O,1.0
COC(=O)NCc1ccc(CNC(=O)OC)cc1,0.0
Clc1cc(Br)ccc1OCC(=O)ONC(=N)Cc2cccs2,1.0
Cc1cccc(c1)N(C(C(=O)NC2CCCC2)c3ccsc3)C(=O)Cc4cccs4,0.0
Cc1cc(c(OCCCN2CCOCC2)c(c1)C(C)(C)C)C(C)(C)C,0.0
COc1ccc(cc1)n2nnnc2SCC(=O)Nc3nc4CCCCc4s3,1.0
N#Cc1nc(oc1NCc2ccccc2)c3cccs3,1.0
COCCN1C(=O)C=Nc2cnc(OCc3ccccc3)nc12,1.0
Cc1ccccc1C(=O)Nc2cccc(c2)N=C(S)NC(=O)c3cccs3,1.0
CCC1(CC)[N+](=C(C)C(=[N+]1[O-])c2ccccc2)[O-],0.0
Cc1cc(C)c(c(C)c1)S(=O)(=O)N2CCN(CC2)c3ccc(c(NCc4occc4)c3)[N+](=O)[O-],0.0
OC1C2OC2C3(OCCCO3)C4=CCC5C(C14)C(=O)N(Cc6ccccc6)C5=O,0.0
CC1(O)CCC2C3CCC4Cc5nc(ncc5CC4(C)C3CCC12C)c6ccccc6,0.0
CC1COC(=O)C2CCCN2C(=O)C(C)COC(=O)CC=C1,0.0
CN(C)C1=NC(=C(C#N)C(=O)O1)N2CCN(CC2)c3c(C)cccc3C,0.0
Cc1ccc(cc1)N(CC(=O)NCCSCc2occc2)S(=O)(=O)C,0.0
Cn1cnc(c1Sc2nnc(c3cccnc3)n2C)[N+](=O)[O-],0.0
Brc1ccc2nc(NC(=O)CSc3ccccn3)sc2c1,1.0
OC(=O)c1cccc(N=Nc2c3C(=O)c4ccccc4C(=O)c3ccc2S(=O)(=O)O)c1O,0.0
COc1ccc(cc1OC)C(=O)Nc2cccc(c2)C(=NNC(=O)c3ccc(cc3)[N+](=O)[O-])C,0.0
CCOC(=O)C(Oc1ccc2C(=CC(=O)Oc2c1C)c3ccc(OC)cc3)c4ccccc4,0.0
Cc1onc(c2ccccc2)c1C3=NNC(=S)N3c4ccccc4Cl,0.0
COc1ccccc1CN2CC3(CCN(CC3)S(=O)(=O)c4ccccc4)C2,0.0
CCOC(=O)N1CCN(CC1)S(=O)(=O)c2cc(C(=O)OCC)n(C)c2,0.0
COc1ccc(OC2C=CC(OC2COC(=O)CCC(=NOC(C)c3cn(nn3)C(CO)Cc4ccccc4)C)c5ccccc5)cc1,0.0
Cc1ccc(cc1C)n2ncc3C(=O)N(CC#C)C=Nc23,1.0
CCC(C)C(Nc1nc(CC)nc2c1oc3ccccc23)C(=O)O,0.0
CN(C)CCCN1c2ccccc2Sc3ccc(cc13)C(=O)C,1.0
COC(=O)C1(Cc2ccccc2)C3C(CN1C(=O)c4ccccc4)Cc5c3cc(C(=O)N6CCCC6)n5CCSCCO,0.0
CC(C)Cc1nc2oc3c(NCCCN4CCOCC4)ncnc3c2c5CCCc15,0.0
CN(C)C=CC1=C(C=C(NC(=O)c2cccc(c2)C(F)(F)F)C(=O)O1)C(=O)C,0.0
Cc1cc(nc2ccc3ccccc3c12)c4cccc(c4)[N+](=O)[O-],1.0
Cc1ccc(CS(=O)(=O)CCC(=O)NCc2ccc3OCOc3c2)cc1,1.0
COc1ccc(cc1OC)c2noc(n2)C3CCCN(C3)C(=O)c4ccccc4OC,0.0
CCc1nnc(NN=Cc2ccccc2Cl)n1N,1.0
CCN=C(S)N1CCC(CC1)NC(=O)C2CCCCC2,0.0
COc1cccc(C2=CC(=O)c3ccccc3O2)c1N,1.0
OC(=O)C(=Cc1ccnc2ccccc12)C(=O)O,0.0
Oc1ccccc1CNc2ncc(Br)cc2Br,1.0
COc1ccc2c(c1)[nH]c3c(ncnc23)N4CCN(Cc5ccc6OCOc6c5)CC4,1.0
COCCN1C(=O)C(=Nc2cnc(nc12)N3CCNCC3)CCc4ccccc4,1.0
CN(C)CCSCCO,0.0
CC(=O)c1ccc(cc1)n2nnnc2SCC(=O)Nc3cccc(NC(=O)c4occc4)c3,1.0
COc1ccc(CC2=NNC(=O)c3ccccc23)cc1OC,0.0
CCC(C)C(=O)Nc1nc(C)c(s1)c2csc(Nc3ccc(Cl)cc3)n2,1.0
CC(C)(C)c1ccc(cc1)C(=O)NC(Cc2ccccc2)C(=O)O,0.0
OCC1OC(C(O)C(O)C1O)N2CCN(CC2)C3OC(CO)C(O)C(O)C3O,0.0
CCOc1ccc(cc1)c2onc(CCCC(=O)Nc3cc(OC)ccc3OC)c2,1.0
O=C(CSc1ccccc1)Nc2ccc(NC(=O)c3occc3)cc2,0.0
CC(C)NC(=O)c1onc(CSc2cc(C)cc(C)c2)c1C(=O)O,0.0
CN1C(=O)NC(=O)c2c1nc3OC(COc4ccccc4C)Cn23,0.0
Cc1ccc(cc1)S(=O)(=O)NN=C2C(=O)Nc3cc(O)c(cc23)C(=O)O,0.0
COC(=O)c1cc2c(N=C(N(C)P2(=O)N3CCOCC3)c4ccccc4)s1,0.0
CCCCC=CC(NC(=O)CCc1ccccc1)c2ccccc2,1.0
COC1COC(=O)CC=CC(C)C(COC(=O)CC=CC1C)NS(=O)(=O)c2ccc(C)cc2,0.0
CCCS(=O)(=O)N1CCC(CC1)C(=O)NCCN(C)Cc2ccccc2,0.0
CCOc1ccc(cc1)n2c(O)cnc2Nc3ccccc3Cl,0.0
COc1ccc(NC(=O)c2ccc3C(=O)N(Cc4occc4)C(=S)Nc3c2)c(OC)c1,1.0
Cc1cccc2sc(NC(=O)C3c4ccccc4Oc5ccccc35)nc12,1.0
NC1=CC(=O)NC(=N1)SCC(=O)Nc2ccc(cc2)S(=O)(=O)N3CCOCC3,0.0
CC(C)(C)C(=O)N(CCN(C(=O)C(C)(C)C)c1ccccc1)c2ccccc2,0.0
CC1Cc2ccccc2N1C(=O)CCN3C(=O)C4C5CC(C=C5)C4C3=O,0.0
NC1=C(C#N)C2(CCC3(CC2)OCCO3)C4=C(CCCC4=O)O1,0.0
COC(=O)C1(Cc2ccc(F)cc2)C3C(CN1C(=O)c4ccccc4)Cc5c3cc(C(=O)N(C)C)n5Cc6ccc(nc6)C(F)(F)F,0.0
Clc1ccc(cc1)C(=O)N2CCC(CC2)C(=O)NCCC3=CCCCC3,0.0
CC1=C(Cc2cccc3ccccc23)C(=O)NC(=N1)N4CCN(CC4)c5ccccc5,0.0
OC(=O)CCC(=O)c1ccc[nH]1,0.0
COc1cccc(c1)c2cc(nc(n2)N3CCOCC3)C(F)(F)F,1.0
CCOC(=O)COc1ccc(Br)cc1C2NC(=O)NC(=C2C(=O)NCc3ccccc3)C,0.0
CC(=O)Nc1cc(ccc1S(=O)(=O)c2ccc(C)cc2)C(=O)N3CCCC3,0.0
CC1CCN(CC1)c2cc(N3CCC(C)CC3)c(cc2C=C(C#N)c4nn(c(N)c4C#N)c5ccccc5)[N+](=O)[O-],0.0
C(N1CCOCC1)n2nnc3ccccc23,0.0
CC(=O)Nc1ccc(NC=C2C(=C(C#N)C(=O)N(CCc3ccccc3)C2=O)C)cc1,0.0
Cc1ccc(Cn2nc(C)c(NC(=O)c3cc(on3)c4occc4)c2C)cc1,0.0
